[run number];1;2;3;4;5;6;7;8;9;10
N-HUMATS;100;100;100;100;100;100;100;100;100;100
initialization;random uniform;random uniform;random uniform;random uniform;random uniform;random uniform;random uniform;random uniform;random uniform;random uniform
allowed_contacts_per_day;1;2;3;4;5;6;7;8;9;10
;3109;3229;3350;3776;4108;4327;4544;4521;4680;4659
;3115;3235;3353;3781;4117;4334;4554;4532;4687;4674
;3125;3241;3360;3788;4120;4341;4565;4543;4695;4683
;3135;3246;3370;3795;4123;4345;4573;4554;4710;4692
;3140;3252;3374;3800;4130;4353;4577;4563;4720;4705
;3144;3260;3381;3808;4132;4361;4590;4570;4730;4714
;3149;3267;3390;3820;4139;4366;4600;4581;4739;4725
;3153;3276;3395;3828;4147;4373;4603;4590;4750;4741
;3159;3282;3406;3839;4158;4383;4607;4602;4766;4753
;3169;3291;3418;3846;4167;4396;4619;4614;4781;4761
;3171;3294;3429;3863;4176;4409;4627;4630;4799;4772
;3181;3299;3436;3870;4187;4418;4640;4642;4811;4783
;3195;3309;3444;3888;4199;4430;4648;4654;4824;4796
;3201;3315;3456;3895;4212;4438;4654;4666;4832;4804
;3209;3324;3459;3908;4219;4446;4663;4678;4839;4818
;3215;3327;3465;3917;4232;4454;4669;4688;4853;4827
;3221;3335;3472;3923;4240;4465;4679;4696;4863;4840
;3228;3345;3483;3933;4249;4473;4690;4703;4872;4850
;3233;3353;3492;3938;4262;4478;4704;4713;4879;4857
;3244;3364;3499;3943;4269;4491;4713;4730;4887;4870
;3252;3370;3505;3952;4277;4502;4720;4738;4892;4881
;3255;3377;3513;3961;4282;4514;4730;4751;4897;4890
;3257;3383;3519;3968;4289;4524;4736;4764;4907;4895
;3264;3388;3524;3974;4295;4532;4743;4777;4916;4906
;3271;3393;3531;3979;4297;4541;4752;4785;4922;4916
;3278;3396;3536;3982;4307;4553;4767;4796;4928;4925
;3285;3398;3546;3990;4314;4566;4774;4806;4940;4933
;3294;3407;3553;3995;4320;4574;4782;4817;4948;4945
;3298;3409;3559;4001;4326;4583;4792;4826;4961;4950
;3304;3414;3564;4007;4334;4589;4798;4836;4970;4963
;3311;3424;3571;4013;4335;4591;4807;4845;4975;4970
;3317;3429;3576;4017;4341;4595;4815;4854;4985;4981
;3326;3439;3583;4028;4353;4604;4819;4864;4993;4996
;3334;3442;3593;4040;4362;4614;4829;4874;5004;5007
;3345;3453;3608;4055;4374;4623;4836;4882;5014;5021
;3350;3461;3619;4065;4384;4630;4846;4886;5024;5030
;3356;3470;3630;4074;4397;4634;4857;4894;5029;5046
;3359;3475;3638;4084;4407;4649;4866;4905;5038;5057
;3365;3478;3647;4091;4415;4656;4884;4916;5051;5066
;3370;3489;3655;4099;4427;4666;4896;4922;5058;5077
;3376;3498;3662;4108;4435;4679;4904;4932;5070;5087
;3382;3507;3674;4118;4448;4688;4921;4938;5076;5097
;3386;3511;3682;4126;4452;4705;4933;4947;5088;5107
;3392;3518;3688;4136;4459;4716;4950;4963;5096;5115
;3397;3527;3693;4149;4466;4723;4959;4976;5104;5124
;3404;3538;3703;4162;4476;4732;4966;4986;5126;5137
;3410;3550;3713;4169;4482;4742;4974;4995;5140;5150
;3420;3559;3717;4176;4495;4750;4981;5012;5154;5164
;3427;3562;3725;4182;4504;4759;4993;5022;5166;5171
;3432;3565;3728;4188;4508;4766;5002;5035;5178;5181
;3435;3573;3736;4190;4517;4778;5014;5044;5185;5186
;3438;3574;3737;4196;4524;4784;5025;5052;5197;5196
;3446;3578;3744;4202;4528;4794;5036;5059;5209;5207
;3450;3584;3749;4208;4531;4797;5047;5065;5214;5219
;3458;3588;3758;4212;4537;4804;5058;5076;5225;5230
;3466;3592;3761;4219;4540;4815;5068;5086;5236;5244
;3473;3601;3770;4229;4544;4824;5076;5095;5245;5255
;3481;3610;3780;4241;4557;4836;5084;5103;5255;5267
;3496;3620;3789;4250;4566;4846;5093;5109;5260;5279
;3503;3627;3800;4260;4576;4853;5104;5123;5274;5291
;3515;3635;3810;4264;4586;4866;5122;5131;5281;5297
;3526;3645;3821;4277;4598;4880;5130;5143;5286;5304
;3538;3652;3831;4284;4604;4884;5135;5153;5299;5314
;3545;3663;3838;4291;4615;4894;5145;5158;5308;5324
;3552;3679;3843;4305;4625;4909;5153;5166;5324;5332
;3565;3695;3853;4312;4636;4921;5158;5180;5327;5341
;3569;3705;3861;4326;4644;4928;5165;5194;5331;5351
;3578;3716;3865;4333;4659;4941;5176;5206;5343;5358
;3587;3721;3870;4338;4663;4949;5180;5216;5348;5369
;3595;3726;3878;4346;4669;4962;5185;5227;5354;5379
;3602;3736;3880;4357;4680;4970;5194;5237;5365;5391
;3606;3743;3889;4362;4691;4976;5202;5242;5379;5403
;3612;3753;3899;4365;4703;4985;5214;5246;5391;5411
;3615;3762;3904;4373;4709;4996;5228;5260;5407;5427
;3625;3769;3907;4382;4717;5007;5236;5271;5421;5437
;3635;3772;3918;4388;4725;5020;5246;5281;5428;5449
;3640;3778;3927;4396;4729;5029;5255;5287;5435;5459
;3646;3785;3935;4400;4734;5036;5265;5298;5439;5467
;3653;3787;3940;4408;4744;5040;5276;5304;5444;5479
;3664;3792;3948;4412;4751;5044;5286;5311;5456;5486
;3676;3804;3958;4426;4757;5054;5299;5320;5462;5495
;3690;3815;3968;4437;4764;5065;5306;5332;5473;5500
;3700;3824;3973;4445;4776;5072;5312;5342;5483;5509
;3709;3831;3982;4459;4785;5086;5319;5352;5493;5519
;3712;3841;3988;4470;4794;5096;5331;5364;5500;5530
;3719;3851;3997;4479;4806;5109;5340;5375;5509;5541
;3723;3856;4009;4485;4815;5119;5354;5387;5520;5546
;3733;3868;4018;4497;4826;5127;5364;5397;5529;5559
;3744;3878;4022;4507;4837;5134;5373;5402;5538;5567
;3751;3888;4030;4515;4841;5144;5380;5406;5546;5574
;3760;3894;4039;4526;4849;5153;5388;5413;5553;5582
;3763;3901;4044;4534;4861;5164;5393;5424;5562;5586
;3766;3904;4051;4542;4871;5169;5402;5431;5571;5596
;3773;3913;4060;4550;4880;5179;5409;5445;5579;5605
;3778;3921;4066;4557;4893;5191;5418;5452;5590;5614
;3782;3927;4077;4561;4905;5196;5425;5463;5602;5628
;3785;3929;4085;4569;4916;5201;5435;5473;5612;5642
;3793;3936;4089;4575;4920;5213;5442;5484;5620;5645
;3797;3938;4093;4577;4931;5221;5446;5495;5628;5655
;3802;3941;4102;4579;4938;5234;5455;5504;5632;5664
;3808;3948;4106;4584;4941;5243;5470;5515;5644;5672
;3817;3951;4113;4586;4948;5248;5479;5525;5650;5682
;3821;3956;4122;4595;4953;5253;5488;5538;5664;5694
;3822;3960;4126;4601;4960;5263;5498;5543;5674;5701
;3830;3968;4129;4613;4970;5274;5513;5552;5689;5708
;3838;3981;4136;4625;4975;5283;5519;5559;5703;5719
;3845;3996;4144;4633;4982;5294;5524;5584;5712;5725
;3851;4010;4151;4644;4993;5306;5536;5595;5718;5733
;3861;4018;4167;4656;5003;5314;5547;5608;5723;5740
;3872;4023;4173;4662;5015;5326;5550;5619;5733;5749
;3876;4029;4183;4674;5025;5337;5559;5632;5744;5760
;3885;4037;4191;4682;5033;5350;5570;5641;5751;5768
;3890;4045;4197;4695;5041;5362;5575;5651;5763;5778
;3898;4054;4208;4702;5054;5371;5587;5658;5771;5786
;3900;4060;4214;4712;5067;5379;5599;5665;5777;5796
;3906;4067;4217;4719;5077;5386;5606;5679;5783;5801
;3911;4072;4229;4728;5089;5401;5615;5688;5795;5808
;3918;4073;4235;4733;5093;5408;5626;5703;5807;5820
;3928;4080;4240;4744;5102;5418;5640;5718;5821;5829
;3936;4088;4244;4753;5112;5429;5652;5727;5834;5838
;3945;4092;4253;4763;5120;5438;5660;5741;5844;5844
;3955;4099;4259;4771;5130;5445;5665;5752;5847;5855
;3960;4106;4265;4783;5134;5453;5671;5765;5853;5870
;3967;4110;4271;4791;5137;5460;5679;5773;5868;5886
;3973;4114;4278;4796;5144;5466;5686;5779;5878;5895
;3982;4120;4284;4803;5150;5473;5698;5785;5886;5904
;3985;4125;4293;4806;5156;5481;5707;5798;5892;5910
;3992;4132;4299;4809;5163;5495;5716;5801;5898;5918
;4002;4143;4314;4826;5172;5503;5727;5811;5910;5930
;4019;4153;4329;4834;5178;5516;5737;5827;5923;5936
;4025;4165;4335;4843;5183;5525;5752;5834;5933;5941
;4034;4174;4344;4849;5194;5533;5761;5846;5940;5951
;4046;4183;4358;4860;5204;5545;5767;5854;5947;5960
;4052;4196;4366;4868;5217;5555;5786;5862;5958;5969
;4059;4207;4375;4877;5226;5561;5801;5871;5964;5980
;4075;4215;4385;4884;5233;5573;5814;5882;5971;5990
;4083;4224;4397;4894;5243;5582;5824;5895;5981;5997
;4091;4233;4404;4905;5250;5591;5831;5908;5987;6006
;4098;4239;4410;4913;5259;5601;5839;5920;5999;6016
;4104;4246;4420;4924;5266;5609;5842;5925;6008;6025
;4112;4255;4432;4929;5272;5619;5849;5932;6016;6037
;4121;4262;4435;4939;5284;5626;5858;5943;6033;6047
;4124;4268;4439;4945;5296;5636;5868;5955;6043;6063
;4131;4274;4443;4953;5304;5644;5881;5959;6051;6074
;4138;4279;4452;4959;5308;5656;5890;5970;6065;6083
;4144;4283;4460;4967;5319;5666;5899;5978;6074;6094
;4151;4285;4468;4969;5325;5674;5912;5986;6084;6111
;4154;4293;4475;4975;5333;5682;5922;5996;6094;6118
;4167;4297;4478;4981;5337;5688;5930;6006;6101;6131
;4174;4303;4486;4989;5343;5692;5936;6018;6109;6143
;4178;4308;4492;4992;5350;5699;5940;6022;6116;6152
;4190;4317;4497;4998;5355;5708;5947;6028;6126;6161
;4197;4326;4507;5014;5368;5715;5956;6034;6136;6171
;4210;4333;4516;5022;5379;5723;5962;6044;6142;6180
;4220;4341;4524;5028;5389;5732;5972;6050;6154;6193
;4228;4348;4534;5038;5400;5742;5988;6054;6163;6204
;4236;4352;4537;5050;5411;5749;5999;6062;6173;6213
;4242;4362;4545;5057;5416;5759;6009;6071;6185;6219
;4247;4370;4553;5063;5435;5775;6018;6076;6199;6232
;4257;4378;4560;5071;5445;5786;6030;6093;6211;6239
;4265;4382;4566;5082;5455;5803;6039;6101;6218;6247
;4275;4390;4576;5090;5463;5812;6050;6115;6228;6262
;4287;4396;4582;5095;5476;5823;6058;6126;6237;6272
;4292;4408;4589;5109;5486;5832;6074;6132;6244;6285
;4296;4417;4593;5117;5493;5840;6083;6136;6256;6291
;4303;4424;4598;5122;5503;5848;6096;6144;6270;6297
;4313;4430;4608;5128;5509;5861;6099;6153;6281;6308
;4320;4433;4615;5137;5517;5869;6110;6160;6294;6325
;4329;4438;4620;5143;5525;5883;6119;6168;6302;6335
;4333;4443;4625;5147;5536;5887;6129;6178;6311;6342
;4337;4450;4629;5153;5540;5891;6142;6190;6322;6352
;4341;4455;4632;5161;5551;5896;6150;6203;6334;6367
;4346;4462;4638;5168;5557;5906;6157;6215;6344;6381
;4351;4464;4646;5173;5564;5915;6168;6224;6354;6387
;4354;4468;4653;5177;5568;5928;6175;6232;6364;6398
;4359;4471;4660;5185;5570;5930;6183;6240;6370;6405
;4365;4484;4674;5191;5587;5940;6188;6247;6381;6417
;4373;4498;4683;5196;5601;5959;6198;6253;6392;6429
;4382;4511;4688;5202;5611;5973;6206;6261;6403;6440
;4387;4522;4694;5212;5616;5977;6213;6268;6414;6451
;4396;4530;4706;5223;5628;5986;6225;6277;6421;6461
;4405;4534;4710;5227;5638;6001;6231;6289;6428;6469
;4417;4541;4714;5238;5652;6007;6243;6300;6439;6477
;4421;4548;4729;5245;5671;6017;6252;6313;6450;6486
;4428;4558;4734;5253;5683;6029;6265;6325;6456;6497
;4439;4566;4739;5263;5690;6037;6277;6334;6466;6507
;4445;4570;4745;5275;5701;6045;6288;6348;6475;6513
;4450;4573;4754;5284;5705;6052;6297;6361;6485;6519
;4455;4582;4761;5294;5718;6059;6311;6373;6493;6525
;4462;4586;4767;5302;5727;6062;6319;6381;6505;6532
;4469;4590;4774;5316;5735;6070;6329;6396;6515;6543
;4477;4594;4780;5331;5742;6080;6340;6402;6529;6552
;4481;4599;4788;5337;5744;6092;6351;6410;6538;6558
;4485;4603;4792;5345;5753;6106;6365;6418;6546;6570
;4488;4613;4796;5354;5757;6119;6375;6430;6555;6578
;4497;4616;4800;5358;5761;6122;6381;6437;6559;6593
;4501;4623;4805;5368;5769;6130;6391;6447;6563;6605
;4514;4630;4810;5372;5775;6136;6398;6452;6573;6617
;4524;4633;4816;5375;5779;6149;6408;6459;6580;6625
;4530;4639;4824;5379;5785;6154;6415;6467;6591;6635
;4539;4645;4830;5387;5794;6164;6424;6478;6601;6644
;4546;4654;4841;5398;5803;6173;6441;6490;6609;6653
;4559;4659;4851;5407;5816;6183;6455;6502;6622;6664
;4568;4671;4857;5413;5828;6196;6461;6509;6631;6672
;4576;4677;4861;5419;5839;6207;6468;6523;6641;6681
;4583;4687;4868;5425;5847;6225;6477;6532;6652;6693
;4587;4694;4876;5433;5854;6229;6486;6536;6661;6701
;4597;4703;4883;5444;5860;6239;6492;6546;6670;6717
;4602;4710;4892;5460;5869;6249;6499;6555;6680;6729
;4609;4712;4901;5474;5881;6256;6509;6566;6684;6744
;4615;4720;4906;5482;5888;6267;6521;6571;6691;6755
;4623;4731;4913;5491;5891;6278;6534;6578;6700;6765
;4629;4739;4919;5498;5903;6283;6545;6588;6715;6769
;4635;4744;4928;5508;5914;6295;6552;6599;6726;6780
;4644;4750;4935;5516;5925;6306;6562;6609;6731;6789
;4648;4754;4937;5518;5931;6318;6573;6619;6739;6796
;4655;4761;4944;5529;5936;6323;6579;6626;6746;6810
;4664;4764;4952;5534;5946;6332;6591;6636;6755;6818
;4668;4771;4956;5543;5952;6340;6597;6646;6765;6830
;4676;4776;4958;5548;5956;6349;6605;6654;6775;6842
;4680;4777;4965;5557;5963;6357;6614;6663;6792;6856
;4685;4782;4968;5562;5969;6368;6618;6670;6805;6867
;4696;4789;4974;5567;5972;6369;6631;6682;6818;6875
;4703;4793;4983;5570;5980;6376;6645;6686;6827;6893
;4712;4802;4991;5579;5991;6380;6653;6701;6838;6905
;4722;4808;5001;5595;6000;6391;6665;6707;6845;6914
;4732;4815;5014;5602;6012;6402;6674;6714;6849;6928
;4737;4823;5021;5617;6019;6411;6689;6724;6862;6937
;4745;4831;5030;5625;6034;6415;6700;6735;6873;6948
;4750;4838;5034;5634;6047;6423;6706;6741;6887;6958
;4759;4847;5047;5640;6062;6432;6714;6752;6895;6971
;4768;4859;5054;5649;6078;6445;6724;6762;6903;6979
;4777;4868;5066;5656;6087;6457;6728;6770;6910;6994
;4789;4874;5076;5666;6100;6470;6735;6778;6921;6997
;4795;4879;5087;5674;6117;6481;6744;6788;6931;7003
;4800;4887;5095;5680;6123;6489;6755;6797;6935;7012
;4805;4893;5104;5686;6129;6498;6760;6802;6940;7022
;4809;4902;5111;5692;6137;6508;6770;6808;6950;7028
;4820;4906;5115;5702;6142;6518;6783;6819;6960;7034
;4830;4911;5121;5710;6153;6528;6796;6829;6971;7045
;4836;4916;5128;5714;6158;6530;6806;6839;6980;7055
;4839;4923;5135;5721;6166;6537;6813;6853;6993;7059
;4850;4933;5141;5727;6174;6547;6824;6866;7003;7066
;4856;4939;5146;5731;6184;6552;6834;6879;7012;7073
;4859;4944;5155;5739;6195;6555;6841;6886;7024;7084
;4868;4948;5159;5744;6201;6560;6845;6892;7029;7096
;4877;4959;5162;5749;6206;6568;6849;6902;7038;7106
;4881;4965;5163;5756;6213;6581;6857;6917;7045;7114
;4891;4976;5173;5767;6220;6591;6863;6924;7055;7129
;4900;4981;5180;5777;6227;6605;6874;6934;7067;7144
;4909;4988;5188;5788;6239;6614;6883;6944;7078;7158
;4914;4995;5195;5796;6246;6624;6893;6951;7083;7166
;4920;5002;5202;5800;6260;6633;6898;6961;7093;7174
;4933;5014;5210;5809;6273;6644;6910;6973;7102;7179
;4940;5024;5218;5817;6283;6653;6924;6983;7110;7191
;4947;5034;5229;5825;6288;6659;6939;6994;7123;7203
;4953;5043;5240;5835;6299;6679;6944;7005;7131;7213
;4957;5049;5247;5844;6311;6692;6954;7015;7140;7221
;4964;5055;5253;5856;6316;6700;6961;7028;7155;7231
;4974;5060;5261;5868;6325;6708;6969;7035;7159;7243
;4981;5063;5266;5875;6331;6716;6973;7047;7168;7258
;4985;5071;5273;5879;6341;6724;6986;7056;7177;7267
;4988;5078;5284;5889;6346;6731;7005;7066;7186;7281
;4992;5084;5294;5897;6357;6739;7011;7074;7195;7294
;4998;5089;5297;5902;6365;6747;7024;7083;7199;7307
;5006;5099;5303;5905;6371;6756;7040;7085;7206;7315
;5010;5105;5307;5913;6379;6765;7049;7091;7220;7325
;5014;5111;5314;5915;6386;6773;7064;7098;7227;7333
;5020;5119;5317;5927;6395;6774;7070;7104;7235;7342
;5029;5126;5325;5930;6397;6784;7077;7111;7245;7355
;5034;5133;5330;5933;6403;6791;7081;7123;7248;7361
;5036;5137;5340;5939;6409;6801;7088;7129;7257;7369
;5047;5150;5354;5950;6415;6816;7102;7141;7264;7384
;5058;5164;5358;5960;6421;6828;7112;7152;7276;7397
;5067;5171;5370;5972;6431;6840;7122;7165;7285;7417
;5081;5183;5377;5985;6436;6845;7132;7174;7295;7426
;5088;5191;5389;5989;6448;6849;7149;7181;7307;7437
;5095;5200;5394;6000;6456;6862;7157;7195;7323;7442
;5100;5208;5411;6014;6461;6869;7166;7205;7329;7453
;5103;5214;5420;6027;6469;6877;7171;7214;7338;7464
;5111;5221;5425;6034;6483;6885;7179;7224;7348;7473
;5117;5229;5437;6048;6492;6892;7189;7232;7356;7478
;5125;5235;5442;6059;6504;6901;7199;7242;7367;7486
;5136;5241;5449;6063;6514;6909;7212;7247;7378;7496
;5147;5251;5454;6074;6521;6919;7223;7257;7387;7509
;5154;5257;5462;6079;6530;6931;7229;7264;7405;7520
;5162;5260;5471;6086;6539;6941;7235;7276;7419;7530
;5170;5273;5479;6097;6550;6952;7243;7280;7428;7540
;5177;5281;5483;6104;6559;6963;7252;7290;7442;7551
;5180;5287;5486;6107;6564;6971;7267;7300;7450;7556
;5188;5293;5493;6114;6568;6975;7279;7313;7458;7564
;5198;5297;5497;6117;6573;6989;7289;7322;7462;7578
;5206;5303;5500;6121;6579;6992;7298;7332;7469;7588
;5218;5313;5509;6126;6586;7000;7305;7338;7480;7599
;5223;5317;5512;6131;6590;7007;7313;7345;7492;7611
;5231;5322;5519;6141;6596;7010;7320;7352;7499;7616
;5240;5334;5529;6152;6606;7027;7329;7363;7507;7626
;5245;5344;5538;6157;6613;7036;7337;7368;7519;7634
;5252;5362;5544;6167;6622;7043;7346;7378;7527;7645
;5260;5370;5554;6174;6635;7056;7353;7388;7542;7657
;5270;5379;5569;6183;6643;7067;7363;7393;7550;7667
;5272;5387;5576;6195;6654;7077;7372;7405;7560;7673
;5278;5400;5578;6209;6660;7086;7382;7418;7571;7687
;5280;5407;5586;6214;6669;7095;7393;7427;7579;7694
;5287;5411;5597;6223;6679;7110;7403;7435;7590;7707
;5293;5417;5605;6234;6687;7117;7417;7439;7595;7714
;5300;5422;5615;6246;6701;7124;7430;7447;7608;7721
;5307;5432;5622;6256;6710;7134;7439;7455;7617;7735
;5313;5446;5628;6261;6722;7142;7446;7465;7623;7743
;5322;5456;5634;6267;6734;7151;7455;7470;7631;7757
;5328;5462;5639;6274;6742;7162;7464;7482;7642;7767
;5334;5470;5644;6279;6756;7174;7469;7496;7651;7776
;5342;5483;5650;6293;6767;7184;7480;7504;7666;7791
;5347;5486;5652;6296;6774;7194;7490;7522;7678;7800
;5355;5492;5655;6303;6781;7202;7500;7530;7685;7812
;5365;5497;5663;6309;6790;7204;7512;7542;7697;7826
;5374;5504;5671;6318;6795;7213;7522;7548;7701;7841
;5378;5510;5680;6321;6802;7219;7528;7557;7709;7854
;5385;5520;5687;6328;6811;7229;7539;7565;7720;7864
;5388;5522;5691;6333;6817;7235;7548;7572;7735;7873
;5401;5534;5699;6340;6829;7249;7553;7577;7739;7885
;5409;5542;5708;6354;6839;7261;7561;7590;7752;7902
;5419;5551;5716;6362;6848;7275;7565;7603;7763;7914
;5428;5563;5725;6369;6862;7282;7576;7610;7773;7925
;5439;5573;5733;6379;6873;7289;7586;7622;7783;7939
;5447;5582;5741;6393;6883;7295;7590;7632;7789;7954
;5454;5587;5748;6403;6894;7304;7603;7641;7796;7969
;5459;5597;5758;6409;6902;7314;7613;7650;7803;7983
;5461;5603;5765;6418;6917;7322;7619;7658;7809;7998
;5467;5609;5768;6424;6925;7328;7628;7670;7823;8004
;5469;5616;5775;6435;6934;7336;7638;7683;7837;8018
;5476;5622;5786;6449;6947;7347;7651;7692;7856;8032
;5488;5632;5794;6458;6961;7356;7662;7706;7867;8037
;5492;5640;5797;6468;6969;7362;7679;7712;7876;8045
;5503;5649;5805;6473;6980;7375;7689;7721;7887;8052
;5511;5658;5809;6482;6987;7389;7695;7729;7895;8061
;5516;5666;5814;6490;6992;7395;7710;7740;7908;8076
;5523;5669;5820;6501;6999;7407;7723;7748;7914;8086
;5525;5678;5828;6505;7005;7417;7735;7761;7926;8089
;5526;5686;5835;6509;7010;7425;7743;7768;7936;8101
;5530;5692;5843;6512;7018;7433;7749;7773;7944;8113
;5536;5697;5846;6522;7025;7440;7754;7783;7954;8119
;5546;5703;5853;6529;7027;7451;7764;7793;7965;8134
;5552;5708;5862;6538;7031;7456;7770;7804;7975;8141
;5564;5720;5874;6554;7051;7463;7779;7814;7987;8149
;5574;5732;5880;6565;7057;7472;7789;7834;7999;8157
;5584;5742;5887;6572;7068;7479;7796;7839;8008;8169
;5598;5748;5899;6585;7075;7486;7806;7853;8018;8182
;5613;5757;5910;6594;7084;7495;7816;7864;8027;8189
;5626;5764;5918;6602;7096;7503;7826;7870;8037;8201
;5629;5773;5926;6607;7109;7511;7836;7878;8050;8217
;5640;5783;5937;6617;7118;7521;7849;7891;8062;8227
;5643;5787;5944;6626;7126;7533;7860;7902;8068;8245
;5650;5795;5949;6634;7138;7537;7875;7912;8080;8252
;5656;5800;5959;6643;7144;7546;7884;7924;8089;8262
;5665;5808;5971;6650;7158;7553;7895;7933;8103;8267
;5677;5815;5982;6661;7172;7566;7905;7942;8115;8275
;5685;5821;5990;6669;7179;7573;7915;7953;8126;8283
;5691;5829;5995;6676;7186;7580;7924;7960;8136;8290
;5702;5840;6001;6683;7196;7591;7934;7966;8139;8304
;5711;5843;6009;6690;7206;7604;7945;7972;8144;8318
;5714;5846;6014;6699;7212;7613;7950;7978;8151;8325
;5728;5849;6017;6705;7223;7624;7961;7982;8160;8334
;5736;5854;6022;6712;7227;7634;7971;7988;8170;8344
;5742;5859;6027;6720;7232;7637;7978;7997;8185;8357
;5747;5863;6032;6727;7238;7638;7988;8007;8198;8370
;5750;5869;6037;6734;7248;7648;7998;8012;8207;8378
;5757;5875;6041;6741;7255;7657;8007;8022;8214;8392
;5768;5884;6049;6749;7261;7667;8017;8035;8224;8401
;5781;5888;6059;6759;7268;7677;8026;8044;8234;8413
;5792;5899;6067;6769;7276;7684;8041;8047;8245;8426
;5796;5908;6075;6779;7290;7693;8054;8060;8255;8434
;5800;5914;6083;6788;7298;7700;8061;8074;8260;8443
;5806;5921;6092;6800;7307;7713;8073;8082;8268;8448
;5809;5927;6102;6811;7315;7722;8084;8091;8274;8458
;5816;5935;6109;6822;7324;7733;8092;8096;8284;8468
;5825;5940;6116;6834;7335;7741;8105;8103;8294;8480
;5832;5946;6127;6840;7339;7752;8119;8117;8302;8488
;5840;5955;6135;6851;7350;7764;8130;8125;8309;8498
;5849;5963;6143;6857;7360;7776;8145;8133;8317;8506
;5854;5972;6150;6865;7368;7789;8154;8142;8326;8514
;5860;5978;6162;6872;7376;7800;8165;8150;8343;8526
;5866;5985;6166;6879;7381;7808;8173;8158;8351;8532
;5871;5990;6177;6888;7385;7818;8182;8169;8358;8544
;5878;5999;6179;6896;7392;7826;8198;8177;8369;8555
;5884;6008;6183;6903;7397;7828;8210;8187;8382;8562
;5891;6016;6186;6910;7407;7833;8217;8200;8391;8577
;5901;6022;6195;6915;7415;7837;8222;8213;8400;8584
;5906;6031;6199;6918;7422;7843;8234;8221;8410;8591
;5912;6040;6203;6925;7427;7850;8242;8230;8419;8600
;5917;6048;6207;6933;7436;7858;8253;8238;8429;8614
;5928;6051;6211;6942;7442;7863;8259;8247;8437;8622
;5938;6058;6222;6953;7454;7874;8275;8260;8451;8634
;5947;6066;6227;6962;7458;7881;8284;8275;8462;8645
;5954;6075;6239;6979;7465;7889;8295;8283;8475;8661
;5963;6086;6247;6987;7476;7893;8307;8296;8489;8668
;5975;6092;6258;6996;7485;7901;8316;8311;8497;8678
;5983;6100;6269;7005;7499;7913;8329;8322;8508;8686
;5991;6109;6273;7016;7507;7919;8337;8335;8518;8693
;5998;6114;6278;7029;7511;7933;8353;8343;8528;8701
;6002;6124;6289;7036;7520;7938;8358;8354;8536;8708
;6007;6131;6299;7043;7537;7948;8369;8366;8546;8713
;6015;6136;6307;7053;7545;7964;8379;8380;8556;8721
;6024;6146;6317;7065;7551;7976;8388;8394;8568;8734
;6033;6149;6324;7074;7560;7980;8395;8403;8577;8744
;6042;6158;6326;7081;7569;7988;8405;8408;8580;8755
;6049;6166;6338;7084;7579;7998;8413;8418;8588;8770
;6056;6172;6349;7089;7586;8008;8432;8431;8602;8776
;6063;6177;6357;7096;7592;8019;8442;8438;8614;8784
;6065;6183;6363;7103;7603;8031;8452;8452;8620;8799
;6068;6191;6374;7105;7605;8042;8460;8464;8631;8807
;6076;6194;6378;7110;7615;8047;8463;8477;8643;8815
;6079;6199;6384;7116;7622;8049;8470;8492;8651;8819
;6084;6203;6389;7123;7626;8054;8480;8503;8658;8830
;6091;6212;6394;7130;7630;8065;8489;8515;8669;8837
;6097;6214;6399;7132;7639;8072;8501;8523;8676;8848
;6106;6223;6407;7142;7652;8079;8511;8535;8682;8855
;6115;6229;6419;7150;7663;8085;8522;8553;8688;8861
;6126;6237;6429;7166;7674;8096;8536;8558;8700;8873
;6133;6249;6437;7173;7683;8107;8542;8569;8708;8885
;6139;6252;6450;7181;7695;8115;8550;8576;8720;8894
;6147;6261;6453;7193;7709;8120;8561;8583;8729;8908
;6152;6273;6466;7208;7720;8130;8575;8591;8744;8918
;6157;6285;6476;7213;7738;8142;8585;8600;8749;8926
;6164;6292;6481;7223;7745;8153;8598;8612;8765;8939
;6177;6296;6487;7234;7752;8157;8611;8623;8777;8949
;6180;6301;6493;7243;7762;8166;8620;8630;8791;8953
;6187;6311;6499;7254;7773;8173;8639;8639;8806;8961
;6192;6315;6504;7264;7782;8182;8648;8652;8816;8970
;6194;6321;6512;7268;7789;8193;8653;8665;8824;8979
;6204;6326;6518;7280;7797;8207;8660;8675;8837;8993
;6210;6331;6522;7290;7803;8217;8666;8687;8847;9005
;6215;6333;6527;7295;7809;8227;8675;8695;8856;9011
;6220;6338;6533;7304;7817;8238;8686;8700;8871;9020
;6225;6341;6540;7312;7828;8248;8697;8713;8881;9029
;6227;6342;6547;7316;7837;8259;8702;8717;8891;9035
;6234;6348;6553;7319;7838;8268;8712;8733;8910;9044
;6237;6353;6559;7325;7848;8273;8723;8742;8919;9053
;6242;6361;6566;7327;7860;8277;8728;8749;8926;9066
;6245;6366;6571;7333;7865;8284;8737;8758;8933;9079
;6255;6374;6587;7338;7874;8297;8744;8771;8943;9085
;6264;6387;6595;7349;7888;8307;8753;8782;8957;9098
;6271;6399;6598;7359;7899;8315;8760;8794;8966;9108
;6283;6412;6606;7368;7903;8321;8765;8804;8977;9116
;6291;6420;6615;7377;7911;8332;8773;8811;8987;9126
;6300;6429;6624;7386;7921;8340;8781;8821;8997;9137
;6306;6434;6635;7395;7931;8347;8793;8827;9005;9143
