[run number];1;2;3;4;5;6;7;8;9;10
N-HUMATS;100;100;100;100;100;100;100;100;100;100
initialization;random uniform;random uniform;random uniform;random uniform;random uniform;random uniform;random uniform;random uniform;random uniform;random uniform
allowed_contacts_per_day;1;2;3;4;5;6;7;8;9;10
;6316;6442;6645;7407;7943;8355;8800;8836;9011;9157
;6322;6447;6657;7409;7953;8362;8807;8849;9023;9168
;6335;6452;6668;7419;7961;8370;8815;8861;9035;9177
;6345;6459;6679;7427;7968;8381;8829;8872;9043;9196
;6352;6462;6685;7437;7970;8388;8838;8882;9052;9205
;6360;6469;6692;7442;7985;8404;8849;8893;9063;9220
;6363;6477;6696;7449;7994;8410;8856;8902;9072;9229
;6369;6484;6699;7457;8001;8421;8872;8914;9077;9235
;6375;6488;6704;7462;8011;8429;8876;8920;9087;9249
;6382;6496;6707;7466;8017;8436;8882;8928;9097;9260
;6386;6504;6715;7471;8029;8443;8895;8940;9102;9271
;6392;6510;6718;7480;8038;8450;8904;8947;9112;9281
;6397;6517;6726;7485;8048;8458;8913;8959;9126;9294
;6401;6523;6730;7491;8054;8462;8921;8964;9131;9309
;6410;6530;6735;7495;8062;8471;8925;8975;9137;9316
;6421;6538;6740;7499;8072;8475;8932;8985;9150;9327
;6427;6540;6744;7501;8079;8485;8940;8995;9161;9333
;6435;6548;6756;7508;8088;8494;8954;9004;9168;9344
;6448;6560;6764;7516;8096;8501;8959;9011;9181;9352
;6460;6564;6775;7522;8104;8508;8966;9021;9187;9359
;6466;6574;6785;7524;8117;8518;8974;9031;9197;9372
;6472;6582;6791;7532;8123;8521;8993;9041;9207;9379
;6479;6591;6809;7543;8132;8529;9006;9046;9212;9389
;6488;6599;6818;7555;8145;8540;9014;9051;9227;9400
;6494;6610;6824;7564;8155;8551;9025;9060;9236;9411
;6502;6625;6832;7575;8173;8558;9031;9074;9245;9418
;6510;6631;6839;7586;8182;8568;9046;9080;9255;9426
;6517;6634;6847;7596;8195;8581;9050;9089;9266;9436
;6525;6643;6857;7603;8201;8587;9061;9100;9278;9450
;6535;6650;6864;7614;8206;8599;9071;9112;9287;9458
;6540;6661;6871;7621;8212;8608;9082;9121;9299;9467
;6542;6667;6876;7631;8223;8619;9096;9126;9310;9476
;6552;6671;6877;7639;8234;8621;9109;9136;9320;9481
;6557;6677;6887;7647;8245;8634;9118;9141;9324;9491
;6560;6683;6892;7654;8252;8639;9133;9151;9336;9504
;6566;6690;6895;7657;8259;8649;9140;9159;9345;9513
;6572;6700;6903;7664;8263;8658;9149;9173;9353;9523
;6581;6704;6909;7670;8274;8670;9158;9180;9363;9535
;6586;6707;6915;7674;8279;8682;9167;9190;9374;9538
;6590;6716;6916;7681;8283;8689;9172;9201;9381;9547
;6595;6722;6923;7691;8288;8697;9182;9213;9386;9557
;6600;6737;6933;7701;8299;8705;9195;9224;9397;9564
;6609;6749;6946;7712;8311;8716;9202;9237;9408;9572
;6622;6756;6953;7723;8319;8723;9215;9245;9413;9578
;6631;6765;6960;7733;8327;8728;9222;9253;9425;9591
;6645;6774;6975;7739;8334;8740;9231;9256;9435;9601
;6650;6778;6984;7757;8343;8747;9244;9266;9446;9610
;6657;6788;6996;7766;8352;8763;9257;9278;9454;9624
;6665;6795;7002;7776;8360;8775;9268;9286;9458;9632
;6672;6806;7010;7790;8368;8788;9278;9297;9470;9641
;6677;6817;7016;7803;8381;8795;9288;9305;9478;9651
;6680;6828;7019;7813;8387;8802;9299;9317;9487;9661
;6690;6834;7025;7819;8394;8814;9314;9331;9496;9670
;6696;6842;7030;7831;8404;8823;9325;9340;9504;9682
;6703;6850;7038;7837;8416;8827;9334;9348;9510;9691
;6707;6857;7044;7844;8425;8836;9347;9360;9524;9700
;6709;6861;7050;7853;8430;8847;9357;9372;9530;9712
;6716;6870;7056;7859;8436;8855;9369;9379;9539;9723
;6730;6875;7061;7867;8444;8859;9380;9392;9551;9733
;6732;6884;7070;7875;8453;8866;9384;9406;9558;9739
;6740;6892;7076;7879;8461;8874;9400;9412;9568;9751
;6745;6895;7088;7883;8468;8884;9412;9423;9576;9762
;6753;6904;7095;7886;8476;8891;9423;9432;9582;9775
;6762;6906;7097;7893;8480;8896;9427;9438;9589;9794
;6772;6908;7100;7904;8488;8903;9438;9451;9595;9802
;6787;6918;7114;7909;8502;8918;9449;9465;9608;9814
;6795;6928;7126;7918;8505;8927;9462;9474;9620;9825
;6800;6936;7134;7926;8514;8939;9468;9492;9626;9834
;6807;6946;7141;7936;8525;8949;9480;9505;9639;9846
;6815;6955;7147;7949;8538;8954;9491;9514;9648;9861
;6821;6964;7156;7958;8550;8970;9500;9525;9660;9870
;6830;6972;7163;7968;8555;8981;9509;9530;9672;9879
;6839;6981;7176;7976;8562;8992;9515;9535;9681;9892
;6849;6988;7184;7988;8574;9003;9521;9545;9690;9901
;6856;6996;7195;7998;8586;9013;9532;9555;9701;9910
;6864;7006;7202;8004;8592;9019;9543;9560;9708;9923
;6871;7014;7204;8016;8604;9028;9560;9572;9717;9928
;6876;7020;7210;8025;8611;9042;9576;9583;9726;9937
;6882;7026;7214;8039;8623;9049;9588;9594;9741;9947
;6897;7029;7222;8050;8632;9060;9602;9609;9753;9961
;6901;7035;7226;8056;8642;9071;9610;9619;9762;9978
;6908;7042;7236;8063;8649;9076;9616;9630;9771;9988
;6913;7046;7243;8067;8655;9081;9625;9638;9779;10001
;6918;7050;7250;8073;8661;9092;9636;9651;9793;10009
;6925;7062;7256;8077;8667;9101;9644;9659;9804;10019
;6934;7070;7261;8083;8672;9113;9657;9666;9818;10027
;6942;7076;7266;8089;8678;9120;9664;9679;9828;10036
;6951;7080;7269;8095;8682;9128;9676;9691;9838;10046
;6957;7085;7274;8101;8684;9134;9681;9700;9847;10054
;6970;7093;7285;8109;8693;9141;9687;9712;9861;10059
;6978;7104;7296;8122;8708;9155;9699;9717;9867;10072
;6988;7116;7303;8133;8716;9164;9706;9727;9873;10082
;7000;7125;7314;8139;8724;9177;9714;9736;9883;10085
;7008;7129;7322;8149;8730;9192;9724;9743;9890;10093
;7015;7140;7326;8154;8740;9201;9738;9751;9902;10105
;7025;7146;7328;8164;8747;9205;9746;9762;9908;10115
;7033;7156;7336;8175;8756;9213;9754;9770;9915;10124
;7039;7162;7341;8186;8766;9224;9761;9780;9927;10130
;7047;7167;7348;8195;8772;9233;9768;9790;9935;10139
;7053;7172;7356;8206;8778;9245;9780;9806;9942;10148
;7059;7177;7369;8216;8786;9256;9794;9811;9952;10156
;7069;7187;7373;8223;8795;9268;9801;9821;9960;10168
;7073;7194;7380;8230;8802;9276;9810;9827;9969;10179
;7078;7203;7388;8237;8811;9285;9815;9840;9980;10186
;7082;7207;7398;8246;8817;9292;9825;9849;9987;10196
;7086;7215;7402;8251;8827;9301;9831;9856;10000;10204
;7092;7218;7404;8263;8837;9311;9843;9870;10007;10216
;7097;7226;7409;8267;8848;9318;9848;9878;10019;10227
;7104;7229;7415;8274;8854;9322;9856;9886;10029;10235
;7113;7240;7419;8280;8860;9334;9861;9898;10039;10253
;7121;7245;7428;8287;8866;9338;9865;9910;10048;10266
;7126;7251;7431;8293;8871;9345;9875;9925;10060;10279
;7136;7254;7434;8299;8876;9352;9887;9932;10072;10284
;7150;7260;7447;8313;8890;9361;9893;9942;10080;10298
;7156;7269;7459;8322;8898;9374;9904;9947;10091;10303
;7167;7282;7466;8335;8907;9382;9912;9955;10100;10315
;7177;7292;7474;8345;8914;9390;9921;9963;10112;10326
;7190;7302;7480;8357;8923;9399;9932;9977;10124;10335
;7196;7309;7490;8361;8936;9404;9944;9993;10132;10345
;7209;7318;7500;8366;8945;9412;9950;10004;10143;10358
;7211;7321;7507;8378;8957;9421;9961;10020;10155;10365
;7215;7326;7512;8385;8963;9426;9967;10036;10165;10373
;7220;7329;7522;8393;8975;9439;9976;10050;10177;10382
;7224;7335;7529;8405;8990;9450;9981;10062;10187;10394
;7233;7341;7536;8412;9002;9457;9994;10073;10199;10401
;7243;7353;7542;8417;9006;9464;10002;10083;10207;10411
;7251;7362;7553;8425;9017;9473;10016;10094;10218;10420
;7262;7366;7560;8433;9028;9483;10029;10102;10230;10430
;7270;7371;7568;8437;9036;9490;10036;10113;10241;10439
;7275;7380;7574;8442;9046;9498;10041;10125;10254;10449
;7282;7385;7579;8450;9055;9508;10056;10132;10266;10459
;7292;7391;7583;8458;9059;9514;10068;10142;10279;10478
;7301;7394;7591;8463;9063;9518;10075;10154;10288;10487
;7305;7400;7597;8472;9074;9525;10086;10159;10294;10498
;7316;7405;7601;8477;9082;9537;10098;10168;10304;10505
;7327;7411;7608;8485;9090;9542;10104;10181;10310;10516
;7334;7415;7615;8491;9094;9547;10111;10193;10319;10525
;7338;7425;7628;8496;9102;9555;10120;10199;10333;10535
;7352;7432;7632;8502;9108;9568;10131;10207;10339;10545
;7355;7440;7640;8513;9117;9579;10143;10221;10345;10552
;7361;7449;7652;8523;9128;9585;10153;10227;10351;10558
;7369;7457;7666;8535;9142;9596;10159;10233;10359;10567
;7377;7464;7680;8547;9150;9605;10170;10241;10372;10577
;7381;7470;7687;8553;9159;9618;10178;10249;10382;10590
;7386;7480;7692;8563;9169;9634;10190;10260;10398;10599
;7395;7486;7697;8572;9178;9642;10199;10273;10408;10608
;7401;7491;7704;8582;9185;9648;10208;10279;10417;10616
;7406;7498;7713;8593;9195;9658;10218;10282;10424;10623
;7413;7503;7722;8600;9200;9662;10230;10290;10438;10637
;7421;7510;7729;8608;9212;9669;10240;10298;10443;10651
;7428;7517;7740;8619;9225;9676;10253;10305;10452;10662
;7433;7527;7748;8623;9229;9683;10265;10310;10461;10668
;7435;7532;7753;8629;9236;9695;10277;10315;10470;10679
;7444;7537;7761;8636;9243;9701;10288;10329;10478;10686
;7449;7540;7767;8642;9252;9714;10294;10339;10489;10696
;7455;7545;7769;8650;9260;9720;10301;10343;10497;10701
;7459;7548;7773;8656;9269;9731;10306;10353;10505;10711
;7468;7559;7777;8659;9277;9736;10313;10360;10520;10723
;7472;7567;7782;8666;9285;9747;10320;10373;10537;10732
;7478;7572;7788;8673;9289;9757;10326;10387;10549;10740
;7485;7576;7796;8683;9295;9764;10337;10397;10554;10748
;7499;7583;7805;8693;9303;9778;10345;10404;10563;10761
;7505;7594;7812;8702;9310;9787;10354;10411;10569;10771
;7514;7597;7826;8711;9326;9798;10365;10419;10578;10784
;7527;7608;7834;8721;9338;9806;10374;10426;10587;10792
;7535;7621;7841;8736;9348;9813;10384;10434;10599;10801
;7542;7630;7852;8740;9361;9827;10395;10444;10612;10814
;7554;7641;7862;8751;9377;9839;10405;10453;10629;10820
;7559;7647;7870;8764;9386;9849;10417;10461;10639;10830
;7565;7662;7874;8770;9398;9859;10428;10473;10649;10841
;7575;7669;7885;8779;9410;9872;10438;10481;10659;10845
;7582;7679;7891;8788;9421;9881;10450;10489;10667;10858
;7588;7689;7900;8795;9431;9887;10458;10491;10679;10870
;7598;7693;7905;8805;9443;9898;10468;10502;10687;10880
;7605;7697;7917;8811;9453;9910;10477;10509;10698;10887
;7614;7706;7924;8815;9457;9920;10488;10515;10709;10899
;7618;7715;7931;8822;9468;9929;10495;10526;10718;10910
;7628;7722;7934;8832;9471;9937;10503;10538;10730;10925
;7636;7727;7942;8843;9476;9945;10513;10541;10745;10931
;7638;7735;7948;8848;9480;9952;10523;10548;10754;10938
;7644;7741;7955;8850;9488;9961;10533;10559;10758;10946
;7654;7747;7957;8854;9496;9964;10539;10567;10772;10954
;7662;7749;7968;8862;9500;9976;10544;10576;10779;10966
;7669;7751;7975;8866;9505;9980;10552;10588;10790;10974
;7675;7757;7979;8875;9511;9985;10561;10600;10799;10985
;7683;7768;7983;8882;9525;9992;10571;10605;10813;10993
;7688;7773;7990;8891;9538;10000;10581;10615;10826;11007
;7697;7792;8001;8899;9546;10007;10597;10623;10836;11020
;7705;7798;8015;8913;9555;10026;10602;10632;10843;11034
;7717;7802;8028;8920;9566;10037;10613;10647;10852;11042
;7725;7804;8037;8928;9576;10041;10625;10657;10865;11053
;7731;7814;8045;8940;9586;10052;10637;10669;10876;11067
;7736;7821;8055;8950;9592;10061;10644;10677;10889;11075
;7742;7829;8061;8957;9602;10074;10657;10687;10893;11087
;7748;7834;8073;8962;9609;10086;10670;10700;10899;11097
;7755;7844;8083;8972;9619;10094;10677;10714;10912;11103
;7762;7853;8091;8979;9629;10105;10693;10723;10920;11118
;7771;7863;8095;8987;9640;10115;10705;10735;10927;11132
;7774;7871;8100;8994;9646;10121;10713;10743;10933;11140
;7782;7880;8107;9004;9654;10130;10719;10750;10945;11147
;7787;7887;8117;9012;9658;10137;10730;10766;10953;11154
;7791;7893;8123;9020;9670;10141;10736;10775;10964;11160
;7797;7899;8127;9025;9676;10148;10747;10786;10974;11171
;7805;7905;8132;9030;9687;10155;10756;10796;10983;11180
;7809;7907;8145;9036;9695;10161;10763;10803;10995;11184
;7813;7912;8148;9043;9702;10166;10768;10809;11006;11194
;7821;7921;8156;9049;9707;10170;10780;10817;11019;11201
;7831;7923;8163;9056;9713;10177;10792;10824;11031;11206
;7840;7929;8169;9067;9716;10186;10804;10828;11042;11220
;7852;7941;8177;9080;9726;10194;10812;10838;11048;11229
;7860;7944;8189;9091;9738;10202;10825;10850;11060;11237
;7865;7957;8195;9096;9743;10211;10836;10863;11072;11245
;7870;7968;8207;9101;9752;10226;10848;10877;11079;11256
;7880;7976;8216;9111;9762;10234;10861;10889;11088;11268
;7889;7979;8225;9117;9777;10242;10867;10897;11099;11284
;7893;7986;8237;9124;9784;10250;10883;10913;11108;11290
;7901;7999;8249;9136;9795;10258;10896;10924;11117;11297
;7907;8009;8257;9143;9807;10273;10902;10932;11129;11316
;7917;8015;8268;9150;9817;10281;10907;10938;11143;11327
;7924;8024;8275;9159;9831;10286;10916;10951;11155;11335
;7931;8034;8284;9171;9841;10294;10924;10962;11163;11345
;7941;8045;8291;9179;9851;10305;10932;10971;11174;11355
;7958;8060;8298;9190;9859;10319;10946;10978;11179;11362
;7966;8064;8302;9199;9866;10326;10956;10985;11193;11379
;7972;8071;8308;9205;9872;10334;10963;10998;11198;11385
;7978;8072;8314;9209;9883;10337;10970;11006;11216;11391
;7983;8076;8319;9218;9890;10345;10979;11015;11224;11396
;7985;8081;8326;9224;9893;10352;10986;11029;11234;11405
;7992;8089;8330;9231;9903;10364;10997;11037;11244;11414
;8004;8098;8340;9240;9910;10368;11010;11047;11251;11426
;8010;8107;8343;9244;9918;10371;11017;11054;11261;11437
;8018;8112;8354;9248;9922;10375;11030;11064;11272;11448
;8025;8114;8360;9254;9930;10379;11037;11070;11280;11460
;8032;8118;8371;9265;9943;10383;11049;11077;11292;11472
;8038;8128;8381;9274;9955;10395;11053;11091;11304;11482
;8049;8132;8394;9286;9961;10398;11062;11097;11312;11492
;8053;8146;8409;9294;9977;10408;11071;11110;11322;11500
;8063;8157;8425;9304;9987;10420;11085;11119;11332;11506
;8068;8167;8440;9318;9996;10435;11093;11128;11348;11519
;8083;8171;8447;9328;10004;10448;11102;11139;11361;11534
;8092;8181;8452;9332;10014;10455;11115;11148;11378;11541
;8100;8188;8459;9341;10019;10461;11126;11156;11385;11551
;8109;8195;8463;9345;10031;10470;11135;11174;11397;11563
;8114;8202;8473;9350;10035;10486;11147;11182;11407;11574
;8122;8207;8481;9362;10044;10493;11151;11192;11415;11582
;8126;8217;8485;9365;10053;10500;11159;11205;11425;11584
;8132;8225;8490;9373;10060;10509;11172;11212;11445;11594
;8136;8234;8500;9376;10066;10523;11185;11221;11455;11602
;8140;8240;8507;9386;10074;10530;11194;11230;11467;11613
;8146;8250;8516;9396;10083;10533;11200;11242;11477;11619
;8152;8258;8519;9400;10091;10545;11206;11254;11483;11628
;8163;8263;8528;9406;10098;10557;11210;11272;11490;11638
;8168;8274;8530;9415;10106;10561;11212;11278;11497;11646
;8179;8281;8533;9421;10113;10567;11224;11286;11503;11657
;8185;8284;8536;9425;10118;10573;11233;11297;11519;11668
;8191;8290;8539;9432;10122;10580;11243;11306;11525;11678
;8199;8296;8542;9440;10127;10585;11250;11315;11536;11695
;8209;8304;8552;9453;10142;10590;11259;11320;11551;11708
;8215;8311;8564;9467;10151;10596;11266;11329;11558;11716
;8224;8318;8578;9475;10160;10608;11277;11345;11567;11728
;8231;8328;8587;9481;10169;10612;11285;11357;11577;11738
;8235;8334;8597;9489;10179;10620;11296;11367;11590;11748
;8238;8345;8610;9500;10190;10633;11304;11379;11598;11758
;8245;8351;8615;9507;10200;10644;11318;11390;11606;11772
;8250;8355;8623;9517;10207;10655;11330;11400;11616;11783
;8259;8360;8628;9529;10220;10666;11343;11407;11624;11793
;8265;8372;8636;9535;10234;10679;11356;11417;11641;11802
;8270;8379;8646;9543;10239;10686;11361;11427;11652;11811
;8277;8386;8655;9552;10248;10696;11371;11437;11663;11823
;8284;8391;8660;9559;10259;10708;11384;11441;11673;11833
;8288;8402;8664;9565;10266;10723;11396;11448;11680;11839
;8293;8408;8670;9574;10277;10732;11401;11460;11691;11847
;8304;8414;8678;9580;10287;10742;11411;11473;11697;11856
;8313;8420;8686;9587;10294;10757;11417;11489;11705;11865
;8317;8425;8693;9594;10300;10762;11430;11505;11717;11872
;8327;8436;8697;9599;10302;10769;11435;11515;11730;11882
;8338;8445;8701;9605;10307;10775;11442;11524;11739;11898
;8349;8455;8704;9609;10314;10783;11451;11530;11747;11910
;8353;8459;8708;9618;10318;10792;11458;11536;11757;11917
;8357;8462;8713;9621;10323;10798;11469;11547;11764;11926
;8361;8474;8716;9624;10326;10801;11474;11555;11773;11934
;8370;8480;8726;9631;10341;10811;11480;11562;11782;11947
;8378;8495;8737;9647;10352;10821;11487;11568;11791;11958
;8386;8504;8749;9653;10363;10830;11493;11580;11798;11965
;8397;8515;8760;9660;10379;10845;11497;11588;11806;11980
;8402;8525;8767;9667;10394;10858;11506;11595;11814;11993
;8408;8534;8777;9675;10407;10872;11514;11609;11824;11999
;8415;8548;8787;9689;10416;10883;11522;11618;11837;12009
;8422;8560;8796;9697;10428;10890;11531;11631;11845;12016
;8429;8571;8799;9706;10437;10899;11542;11638;11861;12026
;8431;8579;8803;9714;10449;10909;11556;11646;11873;12034
;8437;8584;8813;9723;10458;10912;11569;11660;11882;12043
;8443;8591;8816;9733;10462;10923;11583;11668;11893;12050
;8452;8597;8821;9741;10469;10930;11591;11678;11900;12056
;8460;8603;8826;9748;10473;10941;11606;11684;11910;12060
;8466;8605;8833;9756;10478;10948;11616;11692;11916;12070
;8475;8615;8837;9762;10490;10954;11627;11704;11925;12082
;8481;8622;8846;9768;10495;10965;11629;11711;11939;12085
;8488;8626;8850;9774;10500;10974;11636;11720;11947;12101
;8495;8631;8856;9774;10511;10979;11649;11726;11963;12114
;8499;8635;8859;9781;10519;10983;11658;11732;11971;12120
;8507;8643;8866;9790;10524;10987;11668;11740;11980;12132
;8514;8651;8872;9797;10532;10991;11678;11749;11989;12138
;8522;8657;8877;9807;10538;11002;11683;11758;12001;12146
;8529;8661;8881;9813;10540;11008;11695;11768;12013;12151
;8547;8668;8891;9820;10549;11016;11702;11780;12022;12157
;8551;8678;8903;9833;10555;11027;11712;11789;12032;12168
;8557;8687;8914;9841;10563;11036;11719;11795;12040;12176
;8565;8698;8922;9850;10569;11040;11729;11813;12048;12183
;8578;8707;8928;9861;10579;11049;11732;11825;12056;12192
;8591;8717;8931;9877;10589;11055;11743;11836;12066;12206
;8600;8722;8936;9889;10596;11073;11752;11846;12077;12215
;8604;8731;8944;9893;10609;11087;11759;11860;12093;12222
;8610;8740;8953;9903;10614;11095;11767;11867;12101;12228
;8621;8747;8966;9917;10623;11107;11778;11879;12115;12236
;8628;8755;8973;9923;10636;11117;11787;11887;12131;12240
;8638;8761;8977;9928;10644;11126;11797;11900;12140;12247
;8644;8769;8983;9943;10652;11137;11806;11907;12149;12254
;8649;8774;8989;9948;10663;11150;11819;11913;12158;12264
;8655;8785;8999;9956;10669;11155;11831;11924;12168;12273
;8664;8789;9007;9962;10675;11161;11834;11931;12176;12284
;8678;8798;9013;9973;10684;11169;11843;11937;12184;12294
;8682;8802;9018;9976;10692;11175;11853;11946;12191;12303
;8695;8804;9022;9985;10703;11184;11862;11954;12201;12310
;8701;8813;9027;9990;10710;11192;11870;11958;12212;12327
;8708;8819;9031;9996;10720;11205;11880;11962;12221;12343
;8712;8827;9034;10003;10726;11214;11895;11969;12230;12352
;8714;8836;9042;10011;10730;11220;11903;11976;12236;12362
;8720;8845;9047;10016;10737;11226;11918;11983;12243;12368
;8730;8851;9060;10027;10745;11236;11935;11995;12252;12376
;8739;8861;9068;10039;10753;11252;11941;12007;12263;12390
;8751;8868;9077;10045;10761;11266;11955;12013;12275;12397
;8765;8880;9085;10052;10762;11278;11967;12024;12290;12407
;8772;8888;9097;10061;10771;11284;11977;12034;12309;12417
;8781;8900;9108;10075;10785;11292;11992;12041;12316;12427
;8789;8904;9116;10083;10798;11300;12003;12052;12330;12436
;8795;8918;9124;10085;10808;11315;12009;12067;12341;12448
;8805;8926;9131;10095;10821;11318;12017;12082;12346;12455
;8814;8932;9140;10105;10835;11328;12025;12095;12351;12464
;8819;8938;9145;10113;10844;11338;12035;12102;12363;12472
;8824;8944;9151;10117;10852;11353;12040;12110;12373;12485
;8831;8949;9157;10130;10862;11367;12051;12114;12383;12500
;8839;8953;9165;10135;10866;11375;12059;12123;12398;12514
;8851;8960;9177;10145;10868;11383;12067;12134;12408;12525
;8860;8970;9187;10155;10873;11391;12079;12141;12419;12535
;8869;8980;9196;10162;10880;11400;12090;12148;12426;12546
;8875;8985;9202;10165;10886;11409;12107;12158;12433;12555
;8882;8989;9205;10173;10889;11414;12116;12168;12445;12565
;8889;9000;9209;10180;10893;11418;12124;12174;12453;12572
;8897;9006;9215;10188;10901;11422;12131;12186;12463;12583
;8903;9008;9222;10193;10909;11432;12142;12192;12468;12594
;8907;9009;9227;10197;10919;11440;12150;12203;12477;12609
;8910;9012;9229;10208;10924;11448;12152;12216;12482;12618
;8917;9023;9243;10220;10938;11456;12162;12227;12489;12627
;8929;9030;9256;10231;10949;11468;12169;12236;12501;12634
;8936;9037;9268;10239;10960;11477;12176;12241;12508;12642
;8941;9049;9276;10253;10968;11485;12188;12248;12519;12655
;8948;9060;9284;10263;10974;11491;12198;12263;12526;12662
;8958;9068;9289;10282;10990;11500;12204;12275;12532;12675
;8966;9073;9298;10292;10997;11510;12213;12283;12545;12684
;8976;9080;9304;10299;11010;11519;12228;12291;12560;12693
;8984;9092;9314;10308;11018;11526;12234;12295;12565;12701
;8995;9099;9317;10317;11024;11536;12251;12301;12576;12711
;8997;9104;9327;10324;11031;11549;12264;12307;12593;12723
;9006;9112;9336;10335;11039;11558;12268;12318;12601;12730
;9015;9116;9341;10341;11049;11561;12280;12331;12613;12742
;9019;9119;9347;10346;11058;11571;12286;12340;12625;12751
;9024;9127;9351;10356;11064;11588;12294;12347;12636;12764
;9027;9136;9359;10362;11073;11602;12302;12359;12648;12772
;9035;9140;9364;10364;11079;11616;12311;12367;12655;12779
;9040;9147;9372;10376;11084;11621;12317;12375;12662;12784
;9048;9152;9378;10381;11095;11629;12325;12386;12668;12792
;9057;9157;9381;10385;11101;11633;12335;12400;12677;12802
;9063;9162;9388;10394;11108;11640;12343;12409;12689;12815
;9068;9168;9396;10400;11114;11648;12354;12417;12701;12827
;9071;9177;9398;10405;11119;11656;12362;12424;12713;12836
;9076;9181;9405;10410;11126;11660;12372;12434;12722;12844
;9085;9193;9411;10423;11134;11670;12384;12441;12734;12851
;9099;9209;9417;10438;11142;11680;12390;12450;12745;12860
;9107;9220;9434;10448;11152;11690;12401;12460;12756;12870
;9120;9224;9441;10458;11164;11702;12411;12466;12763;12878
;9130;9227;9449;10467;11173;11716;12416;12473;12772;12893
;9140;9236;9460;10472;11182;11722;12430;12485;12780;12910
;9149;9244;9466;10480;11195;11725;12436;12497;12789;12923
;9156;9251;9477;10485;11206;11732;12443;12507;12798;12934
;9165;9262;9489;10489;11216;11744;12450;12517;12808;12944
;9173;9271;9508;10499;11223;11751;12463;12522;12817;12952
;9178;9279;9513;10509;11230;11760;12468;12534;12835;12965
;9182;9284;9525;10518;11239;11769;12478;12538;12845;12980
;9189;9287;9529;10525;11251;11781;12489;12546;12854;12989
;9193;9295;9535;10534;11258;11788;12494;12551;12863;12999
;9204;9303;9542;10547;11264;11795;12507;12564;12876;13003
;9207;9310;9545;10555;11275;11805;12515;12572;12888;13015
;9215;9313;9550;10560;11280;11813;12523;12583;12898;13026
;9224;9321;9559;10569;11290;11818;12534;12599;12908;13038
;9232;9331;9566;10580;11294;11826;12543;12605;12918;13048
;9241;9337;9573;10589;11301;11833;12553;12611;12923;13060
;9247;9343;9579;10599;11305;11842;12558;12620;12933;13067
;9254;9350;9583;10604;11309;11847;12567;12629;12940;13078
;9258;9358;9587;10607;11320;11855;12574;12638;12942;13092
;9265;9370;9593;10613;11323;11864;12583;12649;12950;13098
;9272;9383;9606;10622;11333;11875;12594;12659;12959;13111
;9282;9392;9615;10630;11343;11885;12607;12671;12972;13125
;9293;9403;9630;10641;11359;11892;12621;12685;12983;13137
;9302;9411;9647;10650;11369;11906;12629;12696;12992;13150
;9306;9419;9655;10659;11380;11915;12645;12703;13002;13158
;9317;9427;9663;10670;11388;11923;12653;12715;13011;13163
;9326;9437;9671;10683;11395;11936;12659;12723;13018;13176
;9331;9446;9683;10688;11402;11941;12665;12736;13026;13183
;9334;9454;9692;10693;11414;11946;12677;12751;13040;13196
;9341;9464;9696;10701;11430;11954;12682;12764;13047;13201
;9353;9471;9702;10709;11440;11962;12691;12769;13061;13210
;9360;9477;9709;10719;11451;11971;12706;12780;13072;13219
;9365;9481;9715;10730;11457;11978;12720;12791;13082;13225
;9370;9487;9722;10738;11463;11986;12730;12800;13092;13242
;9376;9495;9730;10751;11472;11999;12738;12811;13101;13258
;9380;9505;9735;10763;11478;12007;12747;12820;13107;13268
;9391;9508;9739;10773;11485;12013;12755;12829;13117;13274
;9396;9517;9749;10778;11493;12029;12767;12837;13128;13284
;9402;9523;9755;10785;11501;12035;12776;12848;13141;13295
;9410;9529;9761;10787;11507;12047;12787;12859;13149;13304
;9414;9536;9766;10790;11510;12056;12795;12869;13161;13314
;9418;9539;9768;10796;11515;12064;12804;12877;13172;13322
;9423;9547;9775;10800;11519;12066;12817;12883;13182;13330
;9428;9551;9779;10804;11525;12074;12827;12890;13185;13344
;9443;9562;9791;10816;11541;12090;12837;12902;13199;13355
;9452;9573;9801;10827;11555;12100;12845;12918;13210;13367
;9460;9582;9810;10832;11561;12109;12859;12929;13219;13370
;9468;9585;9824;10845;11575;12116;12866;12942;13230;13381
;9471;9595;9831;10851;11582;12129;12876;12955;13237;13389
;9480;9603;9839;10862;11596;12141;12885;12964;13250;13403
;9489;9611;9847;10867;11609;12149;12891;12973;13261;13412
;9496;9620;9853;10880;11617;12159;12900;12981;13270;13419
;9503;9632;9860;10885;11623;12173;12906;12995;13278;13423
;9512;9634;9867;10895;11633;12179;12920;13003;13283;13429
;9518;9640;9870;10904;11645;12186;12927;13015;13292;13438
;9526;9649;9879;10916;11654;12197;12937;13028;13308;13449
;9534;9653;9884;10921;11661;12209;12945;13034;13320;13462
;9540;9655;9888;10930;11667;12216;12954;13040;13328;13468
;9542;9666;9894;10937;11671;12226;12969;13051;13341;13479
;9551;9676;9901;10946;11675;12231;12976;13061;13348;13489
;9560;9690;9903;10950;11684;12239;12984;13073;13360;13500
;9567;9696;9910;10960;11690;12245;12994;13084;13371;13508
;9575;9704;9916;10966;11697;12254;13001;13095;13383;13515
;9580;9708;9922;10972;11705;12255;13006;13102;13392;13522
;9585;9716;9930;10978;11712;12263;13012;13111;13398;13529
;9593;9724;9932;10984;11722;12271;13017;13119;13404;13535
