"BehaviorSpace results (NetLogo 6.2.0)"
"HUMAT_COVID_visitors_measure_FINAL.nlogo"
"Single_run"
"12/09/2021 16:32:15:005 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-45","45","-45","45"
"[run number]","1"
"N-HUMATS","100"
"initialization","RIVM survey: 30 sep - 4 oct 2020"
"allowed_contacts_per_day","4"
"experiential-importance-parameter","0.5"
"min_attraction_dif","25"
"stop-at-day-hundred?","false"
"repulsion_dif","50"
"dilemma_threshold","0.05"
"break-the-rule-effect","0.02"
"adhere-to-rule-effect","0.04"
"inquiry-opinion-change","0.2"
"extra_exp_satisfaction_per_hour","0.01"
"values-importance-parameter","0.5"
"parametrize-importances?","false"
"social-influence-per-tick","0.001"
"repulsion?","true"
"max_attraction_dif","50"
"no_contact_accept_probability","20"
"values_satisfaction_opinion_contribution","0.5"
"inquiry_probability","1"
"make_contact_probability","10"
"[reporter]","sort [opinion_measure] of HUMATs"
"[final]","[25 33 36 37 37 39 41 43 44 45 45 46 47 47 47 48 48 49 49 50 52 52 53 53 54 56 56 57 57 57 58 58 59 59 59 59 60 61 62 63 63 64 64 64 65 65 66 66 66 66 66 66 67 67 67 67 68 68 68 68 69 69 70 70 71 71 71 71 71 71 72 72 73 73 73 73 74 74 74 74 74 74 75 75 76 77 78 79 79 80 82 82 83 83 84 84 85 88 89 92]"
"[min]",
"[max]",
"[mean]",
"[steps]","2400"

"[all run data]","sort [opinion_measure] of HUMATs"
,"[1 1 11 15 16 21 22 23 26 26 28 28 33 35 37 40 43 43 44 47 52 55 56 57 60 61 63 63 64 64 65 65 66 67 68 68 69 69 70 70 72 74 75 75 76 76 77 78 79 80 80 80 80 80 81 82 82 83 83 83 84 84 85 85 85 85 85 86 86 87 87 88 89 90 90 90 90 90 91 91 92 93 93 93 94 94 94 95 95 95 96 96 96 97 97 97 97 98 98 99]"
,"[1 1 11 15 16 21 22 23 26 26 28 28 33 35 37 40 43 43 44 47 52 55 56 57 60 61 63 63 64 64 65 65 66 67 68 68 69 69 70 70 72 74 75 75 76 76 77 78 79 80 80 80 80 80 81 82 82 83 83 83 84 84 85 85 85 85 85 86 86 87 87 88 89 90 90 90 90 90 91 91 92 93 93 93 94 94 94 95 95 95 96 96 96 97 97 97 97 98 98 99]"
,"[1 1 11 15 16 21 22 23 26 26 28 28 33 35 37 40 43 43 44 47 52 55 56 57 60 61 63 63 64 64 65 65 66 67 68 68 69 69 70 70 72 74 75 75 76 76 77 78 79 80 80 80 80 80 81 82 82 83 83 83 84 84 85 85 85 85 85 86 86 87 87 88 89 90 90 90 90 90 91 91 92 93 93 93 94 94 94 95 95 95 96 96 96 97 97 97 97 98 98 99]"
,"[1 1 11 15 16 21 22 23 26 26 28 28 33 35 37 40 43 43 44 47 52 55 56 57 60 61 63 63 64 64 65 65 66 67 68 68 69 69 70 70 72 74 75 75 76 76 77 78 79 80 80 80 80 80 81 82 82 83 83 83 84 84 85 85 85 85 85 86 86 87 87 88 89 90 90 90 90 90 91 91 92 93 93 93 94 94 94 95 95 95 96 96 96 97 97 97 97 98 98 99]"
