"BehaviorSpace results (NetLogo 6.2.0)"
"HUMAT_COVID_visitors_measure_FINAL.nlogo"
"importances_sweep"
"12/14/2021 15:15:36:009 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-45","45","-45","45"
"[run number]","N-HUMATS","experiential-importance-parameter","values-importance-parameter","min_attraction_dif","initialization","repulsion_dif","stop-at-day-hundred?","dilemma_threshold","adhere-to-rule-effect","extra_exp_satisfaction_per_hour","inquiry-opinion-change","break-the-rule-effect","parametrize-importances?","social-influence-per-tick","repulsion?","no_contact_accept_probability","max_attraction_dif","values_satisfaction_opinion_contribution","inquiry_probability","make_contact_probability","allowed_contacts_per_day","[step]","average_contacts_per_day_per_humat","average_dilemmas_per_day_per_humat","average_opinion_sd_over_time","average_opinion_mean_over_time"
"34","100","0","0.2","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.4778787878787878","0.665959595959596","16.160714804453065","40.771414141414155"
"25","100","0","0","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","6","2400","2.235252525252525","1","18.223336509129968","58.08090909090908"
"28","100","0","0","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","6","2400","2.203838383838384","1","17.03800685685542","53.91252525252526"
"29","100","0","0","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","6","2400","2.2181818181818183","1","20.48000372328215","58.7140404040404"
"30","100","0","0","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","6","2400","2.1917171717171717","1","16.07572864963753","56.00606060606062"
"35","100","0","0.2","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.468181818181818","0.5781818181818182","16.584027013960366","43.705959595959584"
"36","100","0","0.2","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.5382828282828283","0.5594949494949495","18.212775054673305","40.21131313131313"
"38","100","0","0.2","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.3959595959595958","0.5664646464646464","19.310989126597164","48.18717171717176"
"37","100","0","0.2","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.4572727272727273","0.5977777777777777","16.49784097407573","44.4747474747475"
"39","100","0","0.2","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.4431313131313133","0.6091919191919192","16.66659462886574","40.391212121212135"
"40","100","0","0.2","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.3963636363636363","0.5272727272727272","18.343404301415358","47.610909090909104"
"41","100","0","0.2","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.832828282828283","0.5796969696969697","17.339470200771668","55.864040404040416"
"43","100","0","0.2","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.8829292929292931","0.5988888888888888","19.103958199238733","52.67282828282827"
"44","100","0","0.2","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.9155555555555555","0.6122222222222222","17.778434813383594","52.62969696969699"
"42","100","0","0.2","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.8975757575757575","0.6096969696969697","18.858752494625026","52.453131313131344"
"45","100","0","0.2","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.9102020202020202","0.6432323232323232","16.4527896455823","57.65545454545454"
"47","100","0","0.2","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.8546464646464649","0.5583838383838384","19.595844827400985","51.537676767676736"
"46","100","0","0.2","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.9009090909090909","0.6175757575757576","15.517761724492583","56.71333333333334"
"48","100","0","0.2","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.8393939393939394","0.5445454545454546","18.92233961226538","53.90585858585859"
"50","100","0","0.2","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.9157575757575755","0.5806060606060606","18.615325640220977","53.1370707070707"
"49","100","0","0.2","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.9616161616161616","0.48474747474747476","17.95248910525588","51.270101010101"
"52","100","0","0.2","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","6","2400","2.166464646464646","0.6219191919191919","16.29657288305183","62.73828282828283"
"51","100","0","0.2","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","6","2400","2.1717171717171717","0.7120202020202021","17.985162089914468","56.333434343434355"
"54","100","0","0.2","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","6","2400","2.203030303030303","0.576060606060606","19.985548641749695","59.42010101010102"
"53","100","0","0.2","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","6","2400","2.1574747474747475","0.5732323232323232","18.09864373685709","59.35171717171716"
"55","100","0","0.2","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","6","2400","2.19010101010101","0.5670707070707071","15.924895952951765","55.99818181818183"
"56","100","0","0.2","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","6","2400","2.1818181818181817","0.6846464646464646","17.139260667492294","51.61161616161613"
"58","100","0","0.2","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","6","2400","2.183939393939394","0.5844444444444444","15.60015742530995","63.5668686868687"
"57","100","0","0.2","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","6","2400","2.192727272727273","0.5216161616161616","16.308851307926545","57.4341414141414"
"59","100","0","0.2","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","6","2400","2.196262626262626","0.5787878787878787","16.544497160379155","57.8359595959596"
"60","100","0","0.2","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","6","2400","2.2125252525252526","0.5954545454545455","16.78026095937546","56.92848484848486"
"61","100","0","0.4","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.5565656565656565","0.32272727272727275","20.329177755622833","43.731717171717165"
"62","100","0","0.4","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.5184848484848485","0.30626262626262624","18.684110084078092","48.30313131313132"
"63","100","0","0.4","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.5074747474747474","0.41434343434343435","17.97668512781108","39.98717171717173"
"64","100","0","0.4","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.4032323232323234","0.3376767676767677","18.780881293596845","45.898282828282866"
"65","100","0","0.4","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.4481818181818182","0.3216161616161616","19.64365183249547","48.77272727272729"
"67","100","0","0.4","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.4404040404040404","0.2961616161616162","20.358993762776706","48.55565656565657"
"66","100","0","0.4","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.5128282828282829","0.255050505050505","19.97710293302923","46.3820202020202"
"68","100","0","0.4","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.478888888888889","0.3435353535353536","17.155270507008584","44.91606060606061"
"69","100","0","0.4","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.3815151515151516","0.3315151515151515","15.820099646906925","44.90030303030302"
"70","100","0","0.4","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.5544444444444445","0.31191919191919193","17.53444554961379","43.812121212121205"
"72","100","0","0.4","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.852929292929293","0.34030303030303033","20.41694673138565","52.4010101010101"
"71","100","0","0.4","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.9723232323232325","0.31212121212121213","16.578279438041157","53.04101010101009"
"74","100","0","0.4","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.8982828282828281","0.30595959595959593","19.003623919941177","52.03131313131314"
"73","100","0","0.4","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.913838383838384","0.34","17.04348248496051","54.07464646464648"
"75","100","0","0.4","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.9306060606060607","0.36666666666666664","17.992696903217222","54.07969696969698"
"76","100","0","0.4","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.8262626262626263","0.29525252525252527","19.579001235325375","56.79565656565658"
"77","100","0","0.4","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.9421212121212121","0.2918181818181818","17.065246217675327","49.47525252525251"
"78","100","0","0.4","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.8373737373737373","0.28353535353535353","16.041795210764615","56.554949494949476"
"79","100","0","0.4","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.9152525252525252","0.29454545454545455","16.7658266164301","50.745454545454535"
"80","100","0","0.4","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.8926262626262627","0.3761616161616162","16.385418614669025","50.58303030303034"
"81","100","0","0.4","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","6","2400","2.20010101010101","0.33303030303030307","17.770290188640264","56.13252525252528"
"82","100","0","0.4","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","6","2400","2.114747474747475","0.32262626262626265","18.740514102163942","60.76737373737371"
"83","100","0","0.4","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","6","2400","2.1935353535353537","0.33919191919191916","17.571324020384896","61.634545454545446"
"84","100","0","0.4","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","6","2400","2.158888888888889","0.3","18.367563595016556","56.15828282828282"
"86","100","0","0.4","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","6","2400","2.1324242424242423","0.3847474747474747","16.709676106291088","55.143232323232326"
"87","100","0","0.4","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","6","2400","2.2116161616161616","0.35909090909090907","18.65685893089315","59.237373737373744"
"85","100","0","0.4","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","6","2400","2.2195959595959596","0.33","17.794199229133984","57.165050505050544"
"91","100","0","0.6","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.5154545454545454","0.25414141414141417","16.931505373341096","41.53222222222224"
"92","100","0","0.6","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.4497979797979799","0.1904040404040404","18.018581175211136","43.941111111111105"
"88","100","0","0.4","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","6","2400","2.2094949494949496","0.2808080808080808","18.069477413743467","56.461818181818195"
"90","100","0","0.4","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","6","2400","2.161111111111111","0.4482828282828283","17.163634419322072","60.04434343434344"
"89","100","0","0.4","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","6","2400","2.156060606060606","0.36252525252525253","17.702686667605548","59.98444444444443"
"93","100","0","0.6","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.418080808080808","0.1897979797979798","20.44506000757428","45.93676767676766"
"94","100","0","0.6","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.5123232323232323","0.217979797979798","19.83496123956856","43.61222222222222"
"95","100","0","0.6","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.4512121212121212","0.2957575757575757","17.327817569338098","43.256565656565655"
"96","100","0","0.6","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.6792929292929293","0.20262626262626263","17.490248442371197","42.28515151515151"
"97","100","0","0.6","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.4177777777777778","0.1811111111111111","19.676965756186448","47.263131313131304"
"98","100","0","0.6","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.4569696969696968","0.15696969696969698","18.565230325825226","44.65949494949495"
"99","100","0","0.6","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.5613131313131314","0.21272727272727274","19.65566788406282","42.520707070707054"
"100","100","0","0.6","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.5736363636363637","0.19313131313131313","20.638327658357543","39.38030303030304"
"101","100","0","0.6","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.9498989898989898","0.17636363636363636","17.226290281481457","52.042424242424225"
"103","100","0","0.6","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.8685858585858586","0.26161616161616164","19.231908869854447","49.140404040404036"
"104","100","0","0.6","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.8922222222222222","0.2604040404040404","18.19162092574832","49.191212121212125"
"102","100","0","0.6","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.9336363636363638","0.1605050505050505","17.645022889402544","47.38313131313134"
"105","100","0","0.6","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.8782828282828283","0.211010101010101","19.113084601106756","51.40636363636364"
"106","100","0","0.6","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.8940404040404042","0.2392929292929293","17.479495216423604","55.22818181818183"
"107","100","0","0.6","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.9377777777777778","0.1688888888888889","18.19504443963421","46.96040404040402"
"108","100","0","0.6","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.9085858585858586","0.12727272727272726","18.177997104949952","52.855050505050514"
"109","100","0","0.6","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.8586868686868687","0.17555555555555558","19.238369851895566","50.673030303030316"
"110","100","0","0.6","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.8758585858585857","0.2014141414141414","20.1041575934356","52.90222222222222"
"112","100","0","0.6","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","6","2400","2.1767676767676765","0.18171717171717172","18.261291215862435","61.58959595959595"
"111","100","0","0.6","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","6","2400","2.202929292929293","0.18848484848484848","17.176855346940663","63.15484848484847"
"113","100","0","0.6","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","6","2400","2.16030303030303","0.23787878787878788","16.67937038303805","61.84101010101009"
"115","100","0","0.6","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","6","2400","2.185050505050505","0.22777777777777777","18.183040034917365","57.164848484848484"
"116","100","0","0.6","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","6","2400","2.146969696969697","0.17292929292929293","16.74428494971055","56.81878787878788"
"114","100","0","0.6","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","6","2400","2.1943434343434345","0.14090909090909093","16.814756031130784","58.07909090909093"
"117","100","0","0.6","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","6","2400","2.156767676767677","0.18929292929292932","18.727448873026066","62.190303030303035"
"118","100","0","0.6","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","6","2400","2.186868686868687","0.23626262626262626","17.350411985661946","56.423131313131314"
"122","100","0","0.8","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.3873737373737374","0.12676767676767675","19.889309041483845","45.22292929292929"
"121","100","0","0.8","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.487979797979798","0.13909090909090907","20.39227143451079","48.55202020202018"
"119","100","0","0.6","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","6","2400","2.178181818181818","0.2919191919191919","19.899308508617178","58.65010101010098"
"120","100","0","0.6","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","6","2400","2.180707070707071","0.19484848484848485","17.923351258015785","60.55454545454543"
"123","100","0","0.8","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.5902020202020202","0.11484848484848484","17.28807518055583","38.099696969696986"
"124","100","0","0.8","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.3534343434343434","0.12020202020202021","19.20904266212648","47.83858585858587"
"125","100","0","0.8","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.3424242424242425","0.16303030303030305","19.004786696388898","51.050606060606064"
"127","100","0","0.8","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.2797979797979797","0.14565656565656565","19.273079767934156","47.930202020202024"
"126","100","0","0.8","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.3895959595959595","0.1288888888888889","18.79367668967357","45.708383838383845"
"128","100","0","0.8","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.456060606060606","0.15878787878787878","18.97880257598708","41.31020202020203"
"129","100","0","0.8","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.5065656565656564","0.13424242424242425","19.398964784642065","43.63212121212122"
"130","100","0","0.8","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.5284848484848483","0.15616161616161617","20.349672762941882","44.20656565656566"
"131","100","0","0.8","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.8705050505050504","0.12363636363636363","17.253774860871662","56.96575757575757"
"132","100","0","0.8","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.9308080808080808","0.15595959595959596","18.357526268074007","47.398484848484834"
