"BehaviorSpace results (NetLogo 6.2.0)"
"HUMAT_COVID_visitors_measure_FINAL.nlogo"
"Single_run"
"12/09/2021 16:35:50:991 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-45","45","-45","45"
"[run number]","1"
"N-HUMATS","100"
"initialization","RIVM survey: 24-28 mar 2021"
"allowed_contacts_per_day","1"
"experiential-importance-parameter","0.5"
"min_attraction_dif","25"
"stop-at-day-hundred?","false"
"repulsion_dif","50"
"dilemma_threshold","0.05"
"break-the-rule-effect","0.02"
"adhere-to-rule-effect","0.04"
"inquiry-opinion-change","0.2"
"extra_exp_satisfaction_per_hour","0.01"
"values-importance-parameter","0.5"
"parametrize-importances?","false"
"social-influence-per-tick","0.001"
"repulsion?","true"
"max_attraction_dif","50"
"no_contact_accept_probability","20"
"values_satisfaction_opinion_contribution","0.5"
"inquiry_probability","1"
"make_contact_probability","10"
"[reporter]","sort [opinion_measure] of HUMATs"
"[final]","[0 0 6 6 9 10 10 10 11 12 12 13 13 13 13 13 14 14 14 14 14 15 15 15 15 15 16 16 16 16 16 16 16 17 17 17 18 18 18 19 19 20 21 21 21 21 22 22 22 23 23 23 23 24 24 24 25 25 26 26 26 27 27 28 28 29 30 31 32 32 32 35 35 35 36 36 37 37 37 37 38 38 38 39 39 40 40 40 43 44 48 52 54 56 60 69 79 83 88 93]"
"[min]",
"[max]",
"[mean]",
"[steps]","2400"

"[all run data]","sort [opinion_measure] of HUMATs"
,"[1 4 9 10 18 18 19 19 20 20 21 22 25 25 26 26 27 27 28 29 31 32 32 33 34 35 36 37 37 38 39 40 40 40 40 42 46 46 48 49 52 58 58 58 58 60 61 61 61 62 63 65 65 65 66 66 66 67 67 68 69 70 71 72 72 73 74 74 76 76 77 77 78 78 78 79 79 80 81 81 82 83 84 85 86 87 90 91 92 92 93 93 93 94 95 97 98 99 99 99]"
,"[1 4 9 10 18 18 19 19 20 20 21 22 25 25 26 26 27 27 28 29 31 32 32 33 34 35 36 37 37 38 39 40 40 40 40 42 46 46 48 49 52 58 58 58 58 60 61 61 61 62 63 65 65 65 66 66 66 67 67 68 69 70 71 72 72 73 74 74 76 76 77 77 78 78 78 79 79 80 81 81 82 83 84 85 86 87 90 91 92 92 93 93 93 94 95 97 98 99 99 99]"
,"[1 4 9 10 18 18 19 19 20 20 21 22 25 25 26 26 27 27 28 29 31 32 32 33 34 35 36 37 37 38 39 40 40 40 40 42 46 46 48 49 52 58 58 58 58 60 61 61 61 62 63 65 65 65 66 66 66 67 67 68 69 70 71 72 72 73 74 74 76 76 77 77 78 78 78 79 79 80 81 81 82 83 84 85 86 87 90 91 92 92 93 93 93 94 95 97 98 99 99 99]"
,"[1 4 9 10 18 18 19 19 20 20 21 22 25 25 26 26 27 27 28 29 31 32 32 33 34 35 36 37 37 38 39 40 40 40 40 42 46 46 48 49 52 58 58 58 58 60 61 61 61 62 63 65 65 65 66 66 66 67 67 68 69 70 71 72 72 73 74 74 76 76 77 77 78 78 78 79 79 80 81 81 82 83 84 85 86 87 90 91 92 92 93 93 93 94 95 97 98 99 99 99]"
,"[1 4 9 10 18 18 19 19 20 20 21 22 25 25 26 26 27 27 28 29 31 32 32 33 34 35 36 37 37 38 39 40 40 40 40 42 46 46 48 49 52 58 58 58 58 60 61 61 61 62 63 65 65 65 66 66 66 67 67 68 69 70 71 72 72 73 74 74 76 76 77 77 78 78 78 79 79 80 81 81 82 83 84 85 86 87 90 91 92 92 93 93 93 94 95 97 98 99 99 99]"
,"[1 4 9 10 18 18 19 19 20 20 21 22 25 25 26 26 27 27 28 29 31 32 32 33 34 35 36 37 37 38 39 40 40 40 40 42 46 46 48 49 52 58 58 58 58 60 61 61 61 62 63 65 65 65 66 66 66 67 67 68 69 70 71 72 72 73 74 74 76 76 77 77 78 78 78 79 79 80 81 81 82 83 84 85 86 87 90 91 92 92 93 93 93 94 95 97 98 99 99 99]"
