"BehaviorSpace results (NetLogo 6.2.0)"
"HUMAT_COVID_visitors_measure_FINAL.nlogo"
"Single_run"
"12/09/2021 16:33:05:422 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-45","45","-45","45"
"[run number]","1"
"N-HUMATS","100"
"initialization","RIVM survey: 11-15 nov 2020"
"allowed_contacts_per_day","2"
"experiential-importance-parameter","0.5"
"min_attraction_dif","25"
"stop-at-day-hundred?","false"
"repulsion_dif","50"
"dilemma_threshold","0.05"
"break-the-rule-effect","0.02"
"adhere-to-rule-effect","0.04"
"inquiry-opinion-change","0.2"
"extra_exp_satisfaction_per_hour","0.01"
"values-importance-parameter","0.5"
"parametrize-importances?","false"
"social-influence-per-tick","0.001"
"repulsion?","true"
"max_attraction_dif","50"
"no_contact_accept_probability","20"
"values_satisfaction_opinion_contribution","0.5"
"inquiry_probability","1"
"make_contact_probability","10"
"[reporter]","sort [opinion_measure] of HUMATs"
"[final]","[13 16 21 22 24 25 26 26 27 27 28 28 28 29 29 29 29 30 30 31 31 32 32 33 33 34 34 34 34 36 38 38 39 39 39 39 40 40 40 40 41 41 41 42 43 43 43 43 44 44 44 45 45 45 45 46 46 46 47 47 47 48 49 49 50 50 50 51 52 52 53 53 53 55 55 56 56 56 57 57 58 58 59 59 59 60 60 62 63 67 68 70 73 73 76 77 78 84 84 92]"
"[min]",
"[max]",
"[mean]",
"[steps]","2400"

"[all run data]","sort [opinion_measure] of HUMATs"
,"[5 17 19 21 24 24 25 27 28 30 32 33 33 39 41 42 43 44 46 47 47 49 49 49 52 55 55 55 56 57 60 60 61 61 61 62 63 63 65 65 66 66 66 66 67 69 71 71 73 73 74 75 75 75 78 78 78 79 79 79 80 80 80 80 81 81 81 82 82 83 84 84 85 85 86 86 89 89 90 90 91 91 91 92 92 92 94 94 94 94 94 95 95 96 97 97 98 98 98 99]"
,"[5 17 19 21 24 24 25 27 28 30 32 33 33 39 41 42 43 44 46 47 47 49 49 49 52 55 55 55 56 57 60 60 61 61 61 62 63 63 65 65 66 66 66 66 67 69 71 71 73 73 74 75 75 75 78 78 78 79 79 79 80 80 80 80 81 81 81 82 82 83 84 84 85 85 86 86 89 89 90 90 91 91 91 92 92 92 94 94 94 94 94 95 95 96 97 97 98 98 98 99]"
,"[5 17 19 21 24 24 25 27 28 30 32 33 33 39 41 42 43 44 46 47 47 49 49 49 52 55 55 55 56 57 60 60 61 61 61 62 63 63 65 65 66 66 66 66 67 69 71 71 73 73 74 75 75 75 78 78 78 79 79 79 80 80 80 80 81 81 81 82 82 83 84 84 85 85 86 86 89 89 90 90 91 91 91 92 92 92 94 94 94 94 94 95 95 96 97 97 98 98 98 99]"
,"[5 17 19 21 24 24 25 27 28 30 32 33 33 39 41 42 43 44 46 47 47 49 49 49 52 55 55 55 56 57 60 60 61 61 61 62 63 63 65 65 66 66 66 66 67 69 71 71 73 73 74 75 75 75 78 78 78 79 79 79 80 80 80 80 81 81 81 82 82 83 84 84 85 85 86 86 89 89 90 90 91 91 91 92 92 92 94 94 94 94 94 95 95 96 97 97 98 98 98 99]"
,"[5 17 19 21 24 24 25 27 28 30 32 33 33 39 41 42 43 44 46 47 47 49 49 49 52 55 55 55 56 57 60 60 61 61 61 62 63 63 65 65 66 66 66 66 67 69 71 71 73 73 74 75 75 75 78 78 78 79 79 79 80 80 80 80 81 81 81 82 82 83 84 84 85 85 86 86 89 89 90 90 91 91 91 92 92 92 94 94 94 94 94 95 95 96 97 97 98 98 98 99]"
,"[5 17 19 21 24 24 25 27 28 30 32 33 33 39 41 42 43 44 46 47 47 49 49 49 52 55 55 55 56 57 60 60 61 61 61 62 63 63 65 65 66 66 66 66 67 69 71 71 73 73 74 75 75 75 78 78 78 79 79 79 80 80 80 80 81 81 81 82 82 83 84 84 85 85 86 86 89 89 90 90 91 91 91 92 92 92 94 94 94 94 94 95 95 96 97 97 98 98 98 99]"
,"[5 17 19 21 24 24 25 27 28 30 32 33 33 39 41 42 43 44 46 47 47 49 49 49 52 55 55 55 56 57 60 60 61 61 61 62 63 63 65 65 66 66 66 66 67 69 71 71 73 73 74 75 75 75 78 78 78 79 79 79 80 80 80 80 81 81 81 82 82 83 84 84 85 85 86 86 89 89 90 90 91 91 91 92 92 92 94 94 94 94 94 95 95 96 97 97 98 98 98 99]"
,"[5 17 19 21 24 24 25 27 28 30 32 33 33 39 41 42 43 44 46 47 47 49 49 49 52 55 55 55 56 57 60 60 61 61 61 62 63 63 65 65 66 66 66 66 67 69 71 71 73 73 74 75 75 75 78 78 78 79 79 79 80 80 80 80 81 81 81 82 82 83 84 84 85 85 86 86 89 89 90 90 91 91 91 92 92 92 94 94 94 94 94 95 95 96 97 97 98 98 98 99]"
,"[5 17 19 21 24 24 25 27 28 30 32 33 33 39 41 42 43 44 46 47 47 49 49 49 52 55 55 55 56 57 60 60 61 61 61 62 63 63 65 65 66 66 66 66 67 69 71 71 73 73 74 75 75 75 78 78 78 79 79 79 80 80 80 80 81 81 81 82 82 83 84 84 85 85 86 86 89 89 90 90 91 91 91 92 92 92 94 94 94 94 94 95 95 96 97 97 98 98 98 99]"
