"BehaviorSpace results (NetLogo 6.2.0)"
"HUMAT_COVID_visitors_measure_FINAL.nlogo"
"importances_sweep"
"12/14/2021 15:30:46:329 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-45","45","-45","45"
"[run number]","N-HUMATS","experiential-importance-parameter","values-importance-parameter","min_attraction_dif","initialization","repulsion_dif","stop-at-day-hundred?","dilemma_threshold","adhere-to-rule-effect","extra_exp_satisfaction_per_hour","inquiry-opinion-change","break-the-rule-effect","parametrize-importances?","social-influence-per-tick","repulsion?","no_contact_accept_probability","max_attraction_dif","values_satisfaction_opinion_contribution","inquiry_probability","make_contact_probability","allowed_contacts_per_day","[step]","average_contacts_per_day_per_humat","average_dilemmas_per_day_per_humat","average_opinion_sd_over_time","average_opinion_mean_over_time"
"1559","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.4194949494949496","0.07838383838383839","20.326278349048675","44.968181818181804"
"1562","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.4386868686868686","0.08424242424242424","19.256936732051035","43.92010101010103"
"1561","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.5545454545454547","0.11292929292929292","19.284051044061442","46.21696969696966"
"1563","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.553939393939394","0.08545454545454545","18.798746816066153","44.520909090909086"
"1564","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.517272727272727","0.09616161616161616","22.15383835677281","48.00818181818181"
"1567","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.3095959595959596","0.1097979797979798","19.292490113049414","48.5731313131313"
"1565","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.4345454545454546","0.10131313131313131","18.79176698698236","45.18696969696969"
"1566","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.3634343434343434","0.10949494949494949","19.961987352663837","47.846767676767655"
"1568","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.466161616161616","0.07242424242424242","18.89083815498906","46.41878787878789"
"1569","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.3661616161616161","0.15131313131313132","20.627324980712665","47.10020202020201"
"1572","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.2783838383838384","0.11616161616161616","18.313302236662935","46.59303030303028"
"1570","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.3076767676767675","0.1386868686868687","18.982440615057232","45.872626262626255"
"1571","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.557979797979798","0.15717171717171718","23.59788140014494","45.710101010101006"
"1573","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.341010101010101","0.07353535353535354","20.042843054381642","48.116464646464635"
"1576","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.2977777777777777","0.11060606060606061","18.990652843630723","52.967979797979794"
"1574","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.33","0.14222222222222222","18.852547095790293","42.938888888888904"
"1575","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.3682828282828283","0.18343434343434342","19.004216196218575","44.99454545454547"
"1578","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.3829292929292931","0.12131313131313132","21.631352361716004","44.18939393939394"
"1579","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.4951515151515151","0.10969696969696968","19.012369553223145","42.796262626262624"
"1577","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.5864646464646464","0.0797979797979798","18.02364573446226","36.3070707070707"
"1580","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.4015151515151516","0.12","20.69530195575993","45.394747474747454"
"1581","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.38010101010101","0.06454545454545454","19.588884485066387","48.188282828282816"
"1583","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.3534343434343434","0.11858585858585859","19.00830989622689","50.00757575757578"
"1582","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.491818181818182","0.0905050505050505","18.75285682786138","42.925151515151526"
"1584","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.3896969696969697","0.12444444444444444","21.01006020553132","46.70060606060607"
"1585","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.5302020202020201","0.13272727272727272","20.417821693678526","42.08484848484849"
"1588","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.3242424242424244","0.09707070707070707","20.65361812381812","47.942020202020196"
"1586","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.5306060606060605","0.10212121212121213","17.32948189441214","44.53989898989898"
"1587","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.4049494949494952","0.13","16.588889218225745","46.18323232323232"
"1589","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.469090909090909","0.16828282828282826","17.673106053408492","42.44777777777778"
"1591","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.5355555555555553","0.10202020202020202","19.327465983285627","40.176262626262606"
"1590","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.5475757575757576","0.09181818181818181","19.84485631771304","37.004040404040396"
"1592","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.3950505050505049","0.08414141414141413","19.418637628854405","47.732424242424244"
"1593","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.4671717171717171","0.14909090909090908","20.58390357051103","42.03515151515149"
"1594","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.2747474747474747","0.0895959595959596","18.88331663314587","47.37232323232322"
"1595","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.3917171717171717","0.15464646464646464","20.30229425887423","49.81626262626263"
"1596","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.4801010101010101","0.07646464646464646","19.245688884165553","45.94989898989898"
"1597","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.4053535353535351","0.07515151515151515","20.516192241334256","46.60838383838384"
"1598","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.396262626262626","0.09626262626262626","20.300712758797125","48.11242424242425"
"1600","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.3703030303030304","0.09626262626262626","20.389629420640894","48.44696969696968"
"1599","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","2","2400","1.4541414141414142","0.07707070707070707","19.22641525238427","45.075656565656544"
"1601","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.8355555555555554","0.09818181818181819","18.306412381882726","55.934848484848466"
"1602","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.868989898989899","0.08393939393939394","18.29212574742335","56.595151515151514"
"1603","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.8503030303030303","0.11434343434343434","16.773078823985948","53.77868686868687"
"1604","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.940909090909091","0.0905050505050505","16.520947972092152","48.59404040404039"
"1605","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.890808080808081","0.12878787878787878","18.33946497379351","54.91161616161619"
"1607","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.8332323232323233","0.11666666666666665","17.868229704312878","60.397575757575794"
"1606","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.9116161616161618","0.12444444444444444","19.52006059847503","50.93141414141415"
"1608","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.8763636363636362","0.09919191919191919","18.612605591695733","53.278787878787874"
"1610","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.865151515151515","0.0992929292929293","18.711783180467098","54.78121212121214"
"1609","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.9233333333333333","0.20050505050505052","17.592852175519297","44.908787878787884"
"1611","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.9631313131313133","0.11151515151515153","17.383569510276402","52.546565656565654"
"1612","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.9166666666666665","0.12595959595959594","17.712728607617205","52.913131313131345"
"1613","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.996161616161616","0.10404040404040404","19.15968509372611","49.848080808080844"
"1614","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.8706060606060606","0.10929292929292929","17.39913062478934","56.11141414141414"
"1615","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.8831313131313132","0.12363636363636363","19.90011390238595","46.82797979797978"
"1616","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.9355555555555555","0.10939393939393939","19.25423837602044","48.9962626262626"
"1617","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.8357575757575757","0.13979797979797978","17.559848729154428","52.46252525252525"
"1619","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.8967676767676767","0.10151515151515152","16.352314776794927","53.82191919191919"
"1618","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.977979797979798","0.1394949494949495","18.806574785862075","51.101111111111116"
"1620","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.9068686868686868","0.1509090909090909","21.10491379330379","52.5909090909091"
"1621","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.9441414141414142","0.12181818181818181","16.89021111016866","46.826262626262626"
"1622","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.9193939393939394","0.13202020202020204","18.69065325806569","49.63141414141414"
"1623","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.8472727272727272","0.11828282828282828","18.416895170187686","54.08181818181822"
"1624","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.96","0.10848484848484848","18.77793909519035","52.018484848484846"
"1626","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.84989898989899","0.06505050505050505","17.233043676603657","54.72333333333333"
"1625","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.968888888888889","0.11666666666666665","18.06705471393883","49.53383838383837"
"1627","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.9492929292929293","0.12080808080808081","19.44451476997809","50.77636363636361"
"1628","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.8875757575757575","0.10090909090909092","19.483601435036103","51.38878787878789"
"1629","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.8924242424242426","0.1482828282828283","19.2978662822302","53.59090909090908"
"1630","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.8882828282828283","0.12616161616161617","20.31163274932792","51.587878787878815"
"1631","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.9082828282828281","0.18848484848484848","16.806871001024422","56.504545454545465"
"1632","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.9207070707070708","0.10464646464646465","19.426226158645495","49.35777777777778"
"1634","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.890808080808081","0.18050505050505053","19.517671321319913","52.46888888888889"
"1633","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.9476767676767677","0.09808080808080807","19.825904569441924","48.08848484848486"
"1635","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.9193939393939394","0.07292929292929293","16.42646341345889","52.62232323232324"
"1636","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.9146464646464647","0.08090909090909092","18.108330667924143","50.01333333333332"
"1637","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.9306060606060607","0.10707070707070708","17.643024415020648","50.492121212121226"
"1638","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.9133333333333333","0.11979797979797979","18.825300109829772","47.97090909090909"
"1639","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.9395959595959595","0.10484848484848484","19.908122487536698","51.53050505050506"
"1640","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.9735353535353537","0.1404040404040404","17.372225496977414","47.94474747474749"
"1641","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.9153535353535351","0.14414141414141413","19.17025760334058","55.40404040404039"
"1642","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.8763636363636362","0.11484848484848484","20.641335050439366","50.84252525252524"
"1643","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.8940404040404042","0.08636363636363636","17.80576726940853","51.29272727272727"
"1644","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.9768686868686869","0.1412121212121212","18.069780989962425","47.11626262626261"
"1645","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.9894949494949494","0.14585858585858585","19.43185864880118","49.79222222222224"
"1646","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.9240404040404042","0.11454545454545455","18.631353733779346","55.76858585858585"
"1647","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.8979797979797979","0.1004040404040404","16.954903324081933","49.08545454545454"
"1648","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.897171717171717","0.10929292929292929","18.014619137540862","51.38707070707072"
"1650","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.8534343434343434","0.1112121212121212","18.011810646279102","53.92616161616159"
"1649","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.9347474747474749","0.11727272727272726","18.395215832162123","48.644343434343426"
"1651","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.9016161616161618","0.13353535353535353","19.254350079921814","52.12555555555555"
"1652","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.9715151515151517","0.13525252525252526","15.815539683479644","50.56373737373739"
"1653","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.9375757575757575","0.14","20.648730585714432","49.108888888888906"
"1654","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.978181818181818","0.1183838383838384","18.026514581381377","47.677878787878804"
"1655","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.9514141414141415","0.15262626262626264","17.690777091186863","49.554141414141384"
"1656","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.8758585858585857","0.07797979797979798","17.097284975507474","52.52929292929293"
"1657","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.8649494949494951","0.11151515151515153","17.500098335643294","51.24242424242424"
"1658","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.9034343434343435","0.10010101010101011","18.72357163831698","50.94676767676769"
"1659","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.9141414141414144","0.111010101010101","19.987460914326416","52.99454545454544"
"1660","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.8958585858585857","0.07212121212121211","17.124612899349362","58.19191919191919"
"1661","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.9163636363636363","0.15454545454545454","17.273320289373714","51.99646464646463"
"1662","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.927171717171717","0.10242424242424242","17.720491908221923","49.34616161616161"
"1663","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.9212121212121211","0.1277777777777778","18.78027062035573","53.054343434343444"
"1664","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.872929292929293","0.10414141414141413","16.314291845183845","49.66646464646469"
"1665","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.8694949494949495","0.09838383838383839","19.474215002091807","52.247474747474755"
"1666","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.878989898989899","0.12222222222222222","18.0947025517894","51.56545454545453"
"1667","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.8844444444444446","0.1590909090909091","17.951815279122016","54.514646464646475"
"1668","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.9173737373737374","0.10454545454545455","20.184188274650495","50.85666666666667"
"1670","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.8557575757575757","0.12818181818181817","21.428109829864674","53.55979797979797"
"1669","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.9318181818181819","0.11646464646464647","18.30609019958866","45.35050505050503"
"1671","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.9317171717171717","0.0605050505050505","18.744722559322778","52.4450505050505"
"1672","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.9302020202020203","0.09606060606060605","16.779469146344663","47.40979797979799"
"1673","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.9103030303030304","0.1597979797979798","15.555583470918009","51.379393939393964"
"1674","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.8276767676767676","0.1317171717171717","19.1633244562594","54.803434343434354"
"1675","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.8314141414141414","0.12606060606060607","17.14614389121296","57.00404040404038"
"1676","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.9478787878787878","0.14222222222222222","18.883519591193608","50.69040404040402"
"1677","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.9842424242424244","0.08252525252525253","19.03920111889703","49.034646464646485"
"1678","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.8620202020202021","0.15121212121212121","18.367830706316138","55.14535353535355"
"1679","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.8686868686868687","0.09767676767676768","18.02470221910201","51.38494949494951"
"1680","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.92010101010101","0.16696969696969696","19.21774992236353","49.13525252525252"
"1681","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.9474747474747474","0.13666666666666666","18.92783254826576","48.76050505050505"
"1683","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.8927272727272728","0.09353535353535353","19.588107084428298","50.908080808080825"
"1682","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","2.033030303030303","0.12727272727272726","17.015485837289884","44.7241414141414"
"1684","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.8517171717171719","0.15727272727272726","17.258697492653603","55.32232323232323"
"1685","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.9217171717171717","0.13373737373737374","16.352930539529638","54.94646464646465"
"1687","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.9220202020202022","0.13333333333333333","17.75805763989308","51.368585858585845"
"1686","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","2.0041414141414142","0.10616161616161617","18.264511061685415","47.61848484848485"
"1688","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.9693939393939395","0.131010101010101","20.357048824801502","52.60212121212123"
"1689","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.87989898989899","0.13070707070707072","18.735098530195977","51.87525252525253"
"1690","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.8441414141414143","0.06616161616161616","18.078332547259446","57.20808080808082"
"1691","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","2.016868686868687","0.0894949494949495","16.16042100198502","46.339898989899005"
"1692","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.9154545454545453","0.06747474747474748","16.228288091689343","53.65030303030304"
"1693","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.9177777777777778","0.11767676767676769","16.511528975256894","49.533737373737395"
"1695","100","0","1","25","random uniform","50","true","0.05","0.04","0.01","0.2","0.02","true","0.001","true","20","50","0.5","1","10","4","2400","1.9036363636363638","0.08303030303030302","19.636309851919727","54.75888888888889"
